nm_ema;fc_obsrvcion;tmp_mxma;tmp_mnma;hmd_rel_mdia;rdcion_slar
La Paila;2024-06-21;29.6;20.7;85.0;403.8
Bugalagrande;2024-06-22;30.1;19.5;89.0;392.0
La Paila;2024-06-22;29.7;20.0;88.0;437.0
Bugalagrande;2024-06-23;29.9;19.5;91.0;402.6
La Paila;2024-06-23;30.2;20.0;90.0;387.2
Bugalagrande;2024-06-24;32.2;19.0;84.0;536.1
La Paila;2024-06-24;31.1;18.8;84.0;549.5
Bugalagrande;2024-06-25;31.8;18.5;86.0;375.3
La Paila;2024-06-25;30.9;20.0;88.0;370.4
Bugalagrande;2024-06-26;30.8;18.8;83.0;410.3
La Paila;2024-06-26;30.2;19.3;85.0;470.1
Bugalagrande;2024-06-27;30.0;19.5;89.0;344.9
La Paila;2024-06-27;29.1;19.3;89.0;380.0
Bugalagrande;2024-06-28;30.0;18.8;86.0;434.4
La Paila;2024-06-28;29.9;19.3;86.0;438.6
Bugalagrande;2024-06-29;33.1;19.0;80.0;562.2
La Paila;2024-06-29;32.8;19.7;81.0;488.8
Bugalagrande;2024-06-30;29.8;17.8;89.0;293.9
La Paila;2024-06-30;30.2;17.9;88.0;309.4
Bugalagrande;2024-07-01;32.7;16.6;81.0;534.4
La Paila;2024-07-01;31.5;16.7;82.0;518.3
Bugalagrande;2024-07-02;32.7;18.8;86.0;402.5
La Paila;2024-07-02;31.6;19.0;87.0;430.8
Bugalagrande;2024-07-03;31.3;20.2;86.0;444.4
La Paila;2024-07-03;30.1;20.7;85.0;387.0
Bugalagrande;2024-07-04;30.3;19.5;91.0;328.9
La Paila;2024-07-04;29.1;20.0;93.0;243.6
Bugalagrande;2024-07-05;26.1;18.8;96.0;259.2
La Paila;2024-07-05;25.3;18.6;95.0;244.9
Bugalagrande;2024-07-06;31.3;18.5;84.0;524.8
La Paila;2024-07-06;31.1;18.5;85.0;501.4
Bugalagrande;2024-07-07;31.7;18.8;84.0;462.0
La Paila;2024-07-07;33.2;19.3;84.0;509.5
Bugalagrande;2024-07-08;34.8;18.3;77.0;584.7
La Paila;2024-07-08;33.8;19.3;79.0;611.3
Bugalagrande;2024-07-09;32.0;19.0;81.0;408.0
La Paila;2024-07-09;30.9;19.3;82.0;438.6
Bugalagrande;2024-07-10;33.4;17.6;78.0;587.9
La Paila;2024-07-10;32.5;17.4;80.0;552.2
Bugalagrande;2024-07-11;33.1;18.0;82.0;479.8
La Paila;2024-07-11;32.3;17.6;80.0;538.7
Bugalagrande;2024-07-12;33.6;19.0;78.0;459.6
La Paila;2024-07-12;32.1;19.0;79.0;431.1
Bugalagrande;2024-07-13;32.7;18.8;79.0;567.6
La Paila;2024-07-13;32.6;18.3;80.0;545.1
Bugalagrande;2024-07-14;33.6;17.6;77.0;539.3
La Paila;2024-07-14;32.1;17.9;79.0;555.5
Bugalagrande;2024-07-15;35.0;18.5;75.0;562.6
La Paila;2024-07-15;34.2;19.0;77.0;564.6
Bugalagrande;2024-07-16;34.1;20.2;77.0;553.4
La Paila;2024-07-16;33.7;20.5;77.0;517.6
Bugalagrande;2024-07-17;33.4;19.0;76.0;531.6
La Paila;2024-07-17;33.5;19.1;78.0;508.8
Bugalagrande;2024-07-18;31.8;19.0;77.0;400.2
La Paila;2024-07-18;31.5;19.3;79.0;387.3
Bugalagrande;2024-07-19;33.8;19.0;78.0;474.4
La Paila;2024-07-19;32.8;18.6;84.0;457.3
Bugalagrande;2024-07-20;32.5;18.0;76.0;567.1
La Paila;2024-07-20;33.2;17.2;79.0;540.3
Bugalagrande;2024-07-21;33.2;19.3;76.0;536.9
La Paila;2024-07-21;33.5;19.3;78.0;547.6
Bugalagrande;2024-07-22;34.1;18.5;74.0;538.2
La Paila;2024-07-22;33.5;19.1;76.0;462.5
Bugalagrande;2024-07-23;30.6;18.8;74.0;379.8
La Paila;2024-07-23;32.3;19.0;75.0;501.3
Bugalagrande;2024-07-24;32.9;19.7;73.0;555.1
La Paila;2024-07-24;33.3;20.0;74.0;543.1
Bugalagrande;2024-07-25;31.3;19.7;76.0;378.6
La Paila;2024-07-25;31.1;19.3;78.0;358.6
Bugalagrande;2024-07-26;31.5;19.7;76.0;417.0
La Paila;2024-07-26;33.0;20.0;79.0;441.2
Bugalagrande;2024-07-27;34.3;20.2;73.0;557.3
La Paila;2024-07-27;33.5;20.0;79.0;532.3
Bugalagrande;2024-07-28;34.3;19.0;72.0;581.5
La Paila;2024-07-28;34.4;19.3;76.0;567.3
Bugalagrande;2024-07-29;36.6;18.5;71.0;595.9
La Paila;2024-07-29;35.4;18.6;73.0;580.5
Bugalagrande;2024-07-30;32.4;18.0;74.0;393.6
La Paila;2024-07-30;33.7;17.9;74.0;486.1
Bugalagrande;2024-07-31;34.1;18.1;71.0;520.5
La Paila;2024-07-31;34.2;18.6;73.0;550.2
Bugalagrande;2024-08-01;31.7;19.0;74.0;430.6
La Paila;2024-08-01;33.0;19.0;76.0;472.0
Bugalagrande;2024-08-02;34.1;17.6;72.0;603.9
La Paila;2024-08-02;33.7;18.5;72.0;566.7
Bugalagrande;2024-08-03;31.3;19.7;75.0;396.9
La Paila;2024-08-03;31.6;20.5;74.0;448.6
Bugalagrande;2024-08-04;32.7;18.5;79.0;485.4
La Paila;2024-08-04;33.0;19.3;81.0;419.8
Bugalagrande;2024-08-05;30.3;19.7;87.0;348.7
La Paila;2024-08-05;30.2;20.0;90.0;371.3
Bugalagrande;2024-08-06;31.3;19.5;82.0;468.8
La Paila;2024-08-06;31.5;20.0;80.0;589.0
Bugalagrande;2024-08-07;32.2;19.0;81.0;602.4
La Paila;2024-08-07;32.0;19.8;81.0;546.5
Bugalagrande;2024-08-08;33.4;18.7;78.0;579.8
La Paila;2024-08-08;33.2;19.5;78.0;605.7
Bugalagrande;2024-08-09;30.0;19.0;89.0;364.3
La Paila;2024-08-09;29.2;19.3;89.0;366.7
Bugalagrande;2024-08-10;29.6;18.5;87.0;417.7
La Paila;2024-08-10;28.7;18.6;86.0;378.3
Bugalagrande;2024-08-11;32.7;18.7;82.0;572.8
La Paila;2024-08-11;32.8;19.3;84.0;574.3
Bugalagrande;2024-08-12;32.0;18.0;83.0;472.1
La Paila;2024-08-12;31.3;19.0;82.0;483.9
Bugalagrande;2024-08-13;32.4;18.7;79.0;565.4
La Paila;2024-08-13;33.0;19.3;80.0;534.0
Bugalagrande;2024-08-14;32.7;17.5;76.0;569.1
La Paila;2024-08-14;32.3;17.9;77.0;434.4
Bugalagrande;2024-08-15;34.8;19.0;73.0;583.2
La Paila;2024-08-15;34.2;19.0;73.0;546.3
Bugalagrande;2024-08-16;33.9;19.0;76.0;534.1
La Paila;2024-08-16;33.5;19.7;76.0;486.1
Bugalagrande;2024-08-17;33.4;17.4;74.0;566.1
La Paila;2024-08-17;34.0;17.2;74.0;558.3
Bugalagrande;2024-08-18;34.1;16.1;73.0;616.7
La Paila;2024-08-18;34.2;16.7;74.0;601.9
Bugalagrande;2024-08-19;33.4;17.3;74.0;566.1
La Paila;2024-08-19;33.7;17.2;75.0;499.0
Bugalagrande;2024-08-20;33.2;17.4;75.0;508.7
La Paila;2024-08-20;33.4;17.8;76.0;454.6
Bugalagrande;2024-08-21;34.5;17.8;72.0;569.2
La Paila;2024-08-21;34.0;18.6;73.0;531.4
Bugalagrande;2024-08-22;32.2;20.2;74.0;490.4
La Paila;2024-08-22;31.6;20.7;76.0;491.6
Bugalagrande;2024-08-23;33.1;19.2;79.0;462.1
La Paila;2024-08-23;33.0;19.3;80.0;495.1
Bugalagrande;2024-08-24;31.8;20.9;81.0;478.7
La Paila;2024-08-24;31.3;21.2;81.0;396.7
Bugalagrande;2024-08-25;31.7;18.5;81.0;422.0
La Paila;2024-08-25;30.9;19.8;85.0;422.9
Bugalagrande;2024-08-26;31.5;18.0;75.0;469.7
La Paila;2024-08-26;32.7;18.5;80.0;542.0
Bugalagrande;2024-08-27;34.8;17.4;72.0;631.9
La Paila;2024-08-27;34.7;17.9;76.0;591.0
Bugalagrande;2024-08-28;35.5;17.1;71.0;633.6
La Paila;2024-08-28;34.9;17.9;76.0;610.5
Bugalagrande;2024-08-29;33.6;19.2;76.0;517.8
La Paila;2024-08-29;33.5;19.3;83.0;491.3
Bugalagrande;2024-08-30;34.6;16.8;76.0;607.3
La Paila;2024-08-30;33.8;16.7;77.0;614.4
Bugalagrande;2024-08-31;33.4;17.4;72.0;588.6
La Paila;2024-08-31;33.7;18.5;74.0;554.3
Bugalagrande;2024-09-01;32.9;18.0;74.0;515.5
La Paila;2024-09-01;34.2;18.3;75.0;532.7
Bugalagrande;2024-09-02;34.8;18.0;73.0;579.9
La Paila;2024-09-02;34.2;18.5;76.0;556.7
Bugalagrande;2024-09-03;32.9;17.6;77.0;533.0
La Paila;2024-09-03;32.3;17.9;76.0;515.8
Bugalagrande;2024-09-04;33.4;17.8;80.0;630.0
La Paila;2024-09-04;33.0;17.9;77.0;565.5
Bugalagrande;2024-09-05;31.3;20.2;80.0;406.5
La Paila;2024-09-05;32.3;20.5;77.0;430.8
Bugalagrande;2024-09-06;35.3;19.3;73.0;603.3
La Paila;2024-09-06;35.1;20.7;72.0;594.6
Bugalagrande;2024-09-07;33.9;18.5;72.0;608.0
La Paila;2024-09-07;34.4;18.6;73.0;532.9
Bugalagrande;2024-09-08;31.7;18.5;74.0;456.7
La Paila;2024-09-08;33.4;19.0;75.0;476.4
Bugalagrande;2024-09-09;34.8;19.0;72.0;505.1
La Paila;2024-09-09;36.1;18.6;72.0;533.1
Bugalagrande;2024-09-10;34.1;18.1;72.0;540.1
La Paila;2024-09-10;33.7;19.1;73.0;524.7
Bugalagrande;2024-09-11;34.8;18.5;72.0;587.1
La Paila;2024-09-11;35.1;19.8;78.0;573.5
Bugalagrande;2024-09-12;33.8;19.0;74.0;514.7
La Paila;2024-09-12;34.2;19.8;75.0;478.2
Bugalagrande;2024-09-13;34.8;19.0;73.0;550.4
La Paila;2024-09-13;35.6;20.0;71.0;547.2
Bugalagrande;2024-09-14;35.5;18.5;70.0;619.4
La Paila;2024-09-14;35.1;19.3;71.0;558.0
Bugalagrande;2024-09-15;35.2;19.0;71.0;626.9
La Paila;2024-09-15;35.1;19.0;71.0;610.5
Bugalagrande;2024-09-16;35.3;18.0;71.0;575.3
La Paila;2024-09-16;35.1;18.8;73.0;536.4
Bugalagrande;2024-09-17;35.9;19.9;69.0;440.9
La Paila;2024-09-17;36.4;20.2;68.0;472.3
Bugalagrande;2024-09-18;35.5;17.5;70.0;616.9
La Paila;2024-09-18;35.8;17.8;70.0;590.3
Bugalagrande;2024-09-19;34.1;19.0;71.0;537.2
La Paila;2024-09-19;35.1;19.8;70.0;560.1
Bugalagrande;2024-09-20;33.4;19.2;71.0;480.4
La Paila;2024-09-20;33.5;19.3;72.0;472.7
Bugalagrande;2024-09-21;32.4;18.5;75.0;475.3
La Paila;2024-09-21;31.6;18.6;76.0;425.9
Bugalagrande;2024-09-22;32.7;19.5;78.0;460.7
La Paila;2024-09-22;32.3;19.1;80.0;418.2
Bugalagrande;2024-09-23;32.7;18.7;81.0;555.2
La Paila;2024-09-23;33.7;17.2;76.0;508.1
Bugalagrande;2024-09-24;34.1;18.0;74.0;636.8
La Paila;2024-09-24;35.1;17.6;71.0;606.3
Bugalagrande;2024-09-25;32.0;19.0;74.0;471.2
La Paila;2024-09-25;32.8;19.1;74.0;483.1
Bugalagrande;2024-09-26;31.5;19.5;79.0;412.7
La Paila;2024-09-26;31.6;20.7;78.0;396.0
Bugalagrande;2024-09-27;34.8;19.0;70.0;533.8
La Paila;2024-09-27;34.2;19.3;74.0;555.8
Bugalagrande;2024-09-28;25.8;18.7;91.0;148.5
La Paila;2024-09-28;25.0;18.6;93.0;160.4
Bugalagrande;2024-09-29;31.3;18.0;80.0;526.4
La Paila;2024-09-29;30.8;17.9;83.0;453.0
Bugalagrande;2024-09-30;33.4;19.0;78.0;480.8
La Paila;2024-09-30;32.3;19.3;76.0;501.9
Bugalagrande;2024-10-01;32.0;18.0;80.0;516.2
La Paila;2024-10-01;31.5;19.1;81.0;390.6
Bugalagrande;2024-10-02;32.7;18.3;86.0;480.9
La Paila;2024-10-02;32.3;18.6;85.0;480.4
Bugalagrande;2024-10-03;30.7;18.3;82.0;513.6
La Paila;2024-10-03;30.9;18.6;83.0;514.3
Bugalagrande;2024-10-04;30.1;18.5;88.0;348.8
La Paila;2024-10-04;30.9;18.5;88.0;389.8
Bugalagrande;2024-10-05;31.3;19.0;80.0;500.1
La Paila;2024-10-05;31.1;18.6;81.0;551.2
Bugalagrande;2024-10-06;31.3;19.7;80.0;472.8
La Paila;2024-10-06;30.8;20.7;82.0;422.4
Bugalagrande;2024-10-07;30.6;18.3;84.0;413.6
La Paila;2024-10-07;31.5;19.8;78.0;535.2
Bugalagrande;2024-10-08;30.8;18.7;86.0;513.3
La Paila;2024-10-08;30.6;19.0;83.0;430.0
Bugalagrande;2024-10-09;31.3;19.0;80.0;538.6
La Paila;2024-10-09;30.6;19.3;84.0;483.7
Bugalagrande;2024-10-10;30.5;18.5;89.0;327.9
La Paila;2024-10-10;29.7;18.6;92.0;326.9
Bugalagrande;2024-10-11;30.6;18.3;85.0;527.7
La Paila;2024-10-11;29.9;17.9;86.0;473.5
Bugalagrande;2024-10-12;32.7;17.8;78.0;531.4
La Paila;2024-10-12;31.8;17.2;78.0;480.2
Bugalagrande;2024-10-13;33.4;19.7;78.0;569.2
La Paila;2024-10-13;32.3;19.3;81.0;456.3
Bugalagrande;2024-10-14;32.2;18.0;77.0;428.4
La Paila;2024-10-14;33.5;17.9;78.0;592.2
Bugalagrande;2024-10-15;32.2;19.5;73.0;400.4
La Paila;2024-10-15;31.6;19.8;79.0;449.7
Bugalagrande;2024-10-16;32.4;17.6;74.0;480.0
La Paila;2024-10-16;33.0;17.6;75.0;509.7
Bugalagrande;2024-10-17;34.1;19.0;73.0;590.2
La Paila;2024-10-17;33.7;19.1;76.0;576.4
Bugalagrande;2024-10-18;34.1;20.2;75.0;505.2
La Paila;2024-10-18;33.0;20.7;76.0;514.6
Bugalagrande;2024-10-19;32.0;20.2;76.0;398.9
La Paila;2024-10-19;30.6;20.5;78.0;379.5
Bugalagrande;2024-10-20;31.0;18.8;84.0;425.4
La Paila;2024-10-20;29.7;18.6;86.0;427.6
Bugalagrande;2024-10-21;32.0;19.0;79.0;563.8
La Paila;2024-10-21;30.9;19.3;78.0;579.4
Bugalagrande;2024-10-22;31.0;20.2;81.0;448.3
La Paila;2024-10-22;29.7;20.4;84.0;424.3
Bugalagrande;2024-10-23;30.1;19.5;89.0;452.9
La Paila;2024-10-23;30.1;20.0;90.0;484.7
Bugalagrande;2024-10-24;32.2;19.5;82.0;555.7
La Paila;2024-10-24;31.5;19.3;84.0;502.0
Bugalagrande;2024-10-25;33.4;19.7;78.0;596.2
La Paila;2024-10-25;32.3;19.7;80.0;528.4
Bugalagrande;2024-10-26;33.2;19.5;77.0;536.0
La Paila;2024-10-26;33.5;20.0;77.0;551.0
Bugalagrande;2024-10-27;30.6;21.6;80.0;358.8
La Paila;2024-10-27;30.9;20.7;86.0;326.6
Bugalagrande;2024-10-28;31.7;20.2;83.0;420.0
La Paila;2024-10-28;32.5;20.9;83.0;451.6
Bugalagrande;2024-10-29;33.4;20.2;76.0;566.3
La Paila;2024-10-29;32.1;20.7;79.0;493.8
Bugalagrande;2024-10-30;29.6;20.2;84.0;311.5
La Paila;2024-10-30;29.7;20.5;84.0;310.8
Bugalagrande;2024-10-31;30.3;18.5;86.0;426.6
La Paila;2024-10-31;29.9;18.5;84.0;479.8
Bugalagrande;2024-11-01;25.8;19.0;92.0;162.0
La Paila;2024-11-01;25.7;19.3;91.0;180.9
Bugalagrande;2024-11-02;31.3;19.0;79.0;517.3
La Paila;2024-11-02;30.4;19.0;81.0;459.5
Bugalagrande;2024-11-03;31.0;19.0;80.0;454.2
La Paila;2024-11-03;30.9;19.1;82.0;420.8
Bugalagrande;2024-11-04;28.9;18.8;90.0;430.8
La Paila;2024-11-04;27.8;18.6;91.0;330.8
Bugalagrande;2024-11-05;32.0;17.3;81.0;565.0
La Paila;2024-11-05;31.6;17.2;83.0;521.2
Bugalagrande;2024-11-06;32.7;17.3;77.0;613.9
La Paila;2024-11-06;31.5;16.6;80.0;528.2
Bugalagrande;2024-11-07;30.3;19.3;82.0;385.8
La Paila;2024-11-07;28.7;18.6;86.0;322.7
Bugalagrande;2024-11-08;26.8;17.8;90.0;251.3
La Paila;2024-11-08;26.7;18.5;90.0;268.8
Bugalagrande;2024-11-09;30.3;17.8;81.0;555.3
La Paila;2024-11-09;29.6;17.9;82.0;504.0
Bugalagrande;2024-11-10;31.3;19.0;78.0;483.7
La Paila;2024-11-10;30.9;18.6;78.0;464.1
Bugalagrande;2024-11-11;29.6;18.0;79.0;467.7
La Paila;2024-11-11;28.3;18.3;81.0;409.4
Bugalagrande;2024-11-12;29.6;19.0;71.0;421.4
La Paila;2024-11-12;29.2;18.6;75.0;376.7
Bugalagrande;2024-11-13;30.6;19.0;75.0;423.4
La Paila;2024-11-13;29.6;19.1;77.0;434.7
Bugalagrande;2024-11-14;26.8;19.0;81.0;317.5
La Paila;2024-11-14;26.0;19.3;82.0;263.2
Bugalagrande;2024-11-15;30.3;18.5;76.0;434.1
La Paila;2024-11-15;29.1;17.9;79.0;400.1
Bugalagrande;2024-11-16;27.7;18.8;82.0;309.3
La Paila;2024-11-16;27.8;19.3;83.0;304.3
Bugalagrande;2024-11-17;31.0;19.5;77.0;419.4
La Paila;2024-11-17;31.6;20.0;80.0;453.1
Bugalagrande;2024-11-18;31.9;20.2;81.0;449.9
La Paila;2024-11-18;31.5;20.7;84.0;418.1
Bugalagrande;2024-11-19;28.4;18.5;93.0;347.4
La Paila;2024-11-19;26.5;17.8;93.0;258.6
Bugalagrande;2024-11-20;29.8;17.3;88.0;434.3
La Paila;2024-11-20;29.2;17.9;85.0;377.8
Bugalagrande;2024-11-21;30.0;19.5;87.0;420.0
La Paila;2024-11-21;30.1;19.7;85.0;383.7
Bugalagrande;2024-11-22;30.6;19.5;82.0;485.9
La Paila;2024-11-22;30.1;20.0;81.0;404.3
Bugalagrande;2024-11-23;30.1;19.0;83.0;430.0
La Paila;2024-11-23;29.4;19.3;86.0;354.9
Bugalagrande;2024-11-24;31.0;19.5;80.0;409.2
La Paila;2024-11-24;31.8;19.3;82.0;433.9
Bugalagrande;2024-11-25;33.4;19.0;76.0;534.6
La Paila;2024-11-25;32.3;19.1;78.0;443.1
Bugalagrande;2024-11-26;32.4;19.5;85.0;470.1
La Paila;2024-11-26;31.6;18.6;84.0;443.3
Bugalagrande;2024-11-27;31.7;19.7;84.0;496.2
La Paila;2024-11-27;32.3;19.3;85.0;487.0
Bugalagrande;2024-11-28;32.7;20.2;85.0;469.5
La Paila;2024-11-28;32.7;20.7;81.0;450.3
Bugalagrande;2024-11-29;32.5;19.2;86.0;454.0
La Paila;2024-11-29;31.6;19.1;83.0;420.3
Bugalagrande;2024-11-30;32.4;18.5;80.0;470.7
La Paila;2024-11-30;33.0;18.6;80.0;517.7
Bugalagrande;2024-12-01;33.1;17.8;77.0;515.7
La Paila;2024-12-01;33.3;17.9;78.0;465.3
Bugalagrande;2024-12-02;31.9;19.7;84.0;479.0
La Paila;2024-12-02;31.6;19.3;87.0;394.5
Bugalagrande;2024-12-03;32.4;19.5;85.0;406.8
La Paila;2024-12-03;31.6;20.0;85.0;383.2
Bugalagrande;2024-12-04;31.7;20.2;79.0;513.2
La Paila;2024-12-04;32.7;20.5;84.0;507.2
Bugalagrande;2024-12-05;31.5;20.6;82.0;395.3
La Paila;2024-12-05;30.1;21.1;86.0;392.8
Bugalagrande;2024-12-06;29.1;19.5;92.0;383.3
La Paila;2024-12-06;28.9;19.3;92.0;248.3
Bugalagrande;2024-12-07;30.8;19.5;82.0;478.5
La Paila;2024-12-07;31.6;19.7;83.0;409.4
Bugalagrande;2024-12-08;31.8;20.2;78.0;514.7
La Paila;2024-12-08;32.1;20.7;80.0;458.2
Bugalagrande;2024-12-09;33.4;19.2;78.0;539.0
La Paila;2024-12-09;33.4;19.3;79.0;502.5
Bugalagrande;2024-12-10;32.4;20.2;78.0;471.9
La Paila;2024-12-10;32.3;19.7;80.0;416.9
Bugalagrande;2024-12-11;32.7;18.3;81.0;551.5
La Paila;2024-12-11;33.0;19.3;81.0;467.9
Bugalagrande;2024-12-12;29.8;19.3;82.0;430.9
La Paila;2024-12-12;29.4;19.7;84.0;384.4
Bugalagrande;2024-12-13;29.4;19.5;85.0;289.6
La Paila;2024-12-13;28.6;19.3;85.0;296.5
Bugalagrande;2024-12-14;28.8;19.0;85.0;246.4
La Paila;2024-12-14;28.3;17.9;84.0;280.2
Bugalagrande;2024-12-15;29.1;19.5;82.0;359.9
La Paila;2024-12-15;28.7;19.1;81.0;328.2
Bugalagrande;2024-12-16;31.5;19.0;80.0;463.1
La Paila;2024-12-16;30.8;18.6;79.0;438.6
Bugalagrande;2024-12-17;33.1;18.5;76.0;491.2
La Paila;2024-12-17;33.0;19.3;79.0;475.9
Bugalagrande;2024-12-18;33.4;19.3;78.0;525.0
La Paila;2024-12-18;33.0;19.7;79.0;405.7
Bugalagrande;2024-12-19;32.4;20.2;85.0;367.5
La Paila;2024-12-19;32.3;20.0;86.0;373.2
Bugalagrande;2024-12-20;32.2;19.0;81.0;516.6
La Paila;2024-12-20;31.6;19.3;84.0;474.0
Bugalagrande;2024-12-21;30.3;19.7;90.0;397.7
La Paila;2024-12-21;29.7;19.3;89.0;292.1
Bugalagrande;2024-12-22;30.6;19.7;85.0;478.1
La Paila;2024-12-22;30.4;19.1;85.0;401.3
Bugalagrande;2024-12-23;29.1;20.2;89.0;348.2
La Paila;2024-12-23;29.2;20.0;90.0;289.4
Bugalagrande;2024-12-24;28.2;19.2;91.0;258.7
La Paila;2024-12-24;27.0;20.0;93.0;250.1
Bugalagrande;2024-12-25;31.3;19.0;80.0;544.0
La Paila;2024-12-25;31.0;17.9;85.0;473.5
Bugalagrande;2024-12-26;30.0;19.2;91.0;393.7
La Paila;2024-12-26;29.6;20.5;89.0;349.1
Bugalagrande;2024-12-27;29.4;20.0;87.0;369.0
La Paila;2024-12-27;29.2;19.8;84.0;353.7
Bugalagrande;2024-12-28;29.1;19.3;89.0;371.9
La Paila;2024-12-28;29.2;19.7;88.0;339.3
Bugalagrande;2024-12-29;28.7;19.5;90.0;387.6
La Paila;2024-12-29;27.7;19.3;89.0;293.3
Bugalagrande;2024-12-30;29.6;19.2;90.0;394.4
La Paila;2024-12-30;28.6;19.3;88.0;312.0
Bugalagrande;2024-12-31;30.1;18.5;85.0;494.2
La Paila;2024-12-31;29.7;19.3;86.0;448.5
Bugalagrande;2025-01-01;29.8;19.2;90.0;400.4
La Paila;2025-01-01;30.2;18.6;89.0;385.8
Bugalagrande;2025-01-02;29.6;18.5;85.0;468.9
La Paila;2025-01-02;29.7;18.6;85.0;471.6
Bugalagrande;2025-01-03;29.4;19.0;93.0;343.6
La Paila;2025-01-03;28.4;19.3;92.0;309.6
Bugalagrande;2025-01-04;27.7;18.5;87.0;350.9
La Paila;2025-01-04;28.7;18.6;87.0;334.4
Bugalagrande;2025-01-05;27.2;19.0;89.0;325.9
La Paila;2025-01-05;27.8;19.3;88.0;356.4
Bugalagrande;2025-01-06;30.8;19.3;83.0;484.2
La Paila;2025-01-06;31.3;19.8;83.0;474.5
Bugalagrande;2025-01-07;30.6;19.0;87.0;341.7
La Paila;2025-01-07;30.9;19.0;84.0;349.2
Bugalagrande;2025-01-08;30.5;19.5;85.0;414.9
La Paila;2025-01-08;30.6;19.7;85.0;360.1
Bugalagrande;2025-01-09;30.3;19.0;82.0;381.1
La Paila;2025-01-09;30.9;19.3;82.0;453.4
Bugalagrande;2025-01-10;31.5;18.3;78.0;482.7
La Paila;2025-01-10;31.6;18.6;80.0;471.0
Bugalagrande;2025-01-11;31.2;17.8;78.0;451.6
La Paila;2025-01-11;32.1;17.9;80.0;441.3
Bugalagrande;2025-01-12;32.7;19.0;77.0;438.1
La Paila;2025-01-12;32.8;18.6;78.0;488.8
Bugalagrande;2025-01-13;32.4;19.2;78.0;440.0
La Paila;2025-01-13;32.5;19.1;79.0;497.2
Bugalagrande;2025-01-14;32.4;19.7;78.0;507.2
La Paila;2025-01-14;32.7;19.3;80.0;520.5
Bugalagrande;2025-01-15;31.5;19.2;79.0;488.5
La Paila;2025-01-15;31.6;19.7;82.0;528.5
Bugalagrande;2025-01-16;31.5;18.5;78.0;507.1
La Paila;2025-01-16;30.9;19.0;78.0;467.2
Bugalagrande;2025-01-17;31.4;18.0;78.0;493.7
La Paila;2025-01-17;31.6;18.6;80.0;473.0
Bugalagrande;2025-01-18;32.0;18.0;75.0;529.6
La Paila;2025-01-18;32.3;17.2;77.0;540.3
Bugalagrande;2025-01-19;31.7;16.8;74.0;503.0
La Paila;2025-01-19;32.0;17.2;75.0;557.4
Bugalagrande;2025-01-20;31.7;17.8;76.0;479.4
La Paila;2025-01-20;32.3;17.9;76.0;503.4
Bugalagrande;2025-01-21;32.7;17.5;74.0;467.2
La Paila;2025-01-21;32.3;16.9;75.0;517.1
Bugalagrande;2025-01-22;32.0;18.1;74.0;472.7
La Paila;2025-01-22;32.3;17.8;76.0;483.8
Bugalagrande;2025-01-23;32.7;17.3;74.0;472.6
La Paila;2025-01-23;32.3;16.6;76.0;495.7
Bugalagrande;2025-01-24;31.0;16.9;76.0;329.8
La Paila;2025-01-24;31.5;16.7;77.0;390.2
Bugalagrande;2025-01-25;32.2;19.2;76.0;336.3
La Paila;2025-01-25;31.6;18.6;78.0;420.5
Bugalagrande;2025-01-26;33.4;18.0;77.0;419.8
La Paila;2025-01-26;33.7;17.9;80.0;488.9
Bugalagrande;2025-01-27;31.0;19.2;78.0;288.4
La Paila;2025-01-27;31.0;19.0;79.0;384.6
Bugalagrande;2025-01-28;33.4;18.5;76.0;376.3
La Paila;2025-01-28;33.0;18.6;77.0;480.4
Bugalagrande;2025-01-29;34.3;18.5;76.0;408.9
La Paila;2025-01-29;34.0;18.6;75.0;492.1
Bugalagrande;2025-01-30;33.8;18.5;74.0;426.6
La Paila;2025-01-30;33.9;18.6;76.0;456.4
Bugalagrande;2025-01-31;34.1;19.0;77.0;381.8
La Paila;2025-01-31;33.2;18.6;79.0;440.4
Bugalagrande;2025-02-01;32.0;20.2;77.0;384.6
La Paila;2025-02-01;31.8;20.7;78.0;452.5
Bugalagrande;2025-02-02;32.7;20.2;76.0;346.9
La Paila;2025-02-02;32.8;19.8;77.0;496.3
Bugalagrande;2025-02-03;32.0;19.7;78.0;392.6
La Paila;2025-02-03;32.3;20.0;77.0;410.6
Bugalagrande;2025-02-04;29.6;20.2;84.0;235.7
La Paila;2025-02-04;29.1;20.7;83.0;255.6
Bugalagrande;2025-02-05;30.1;19.7;84.0;264.7
La Paila;2025-02-05;29.5;20.7;82.0;312.2
Bugalagrande;2025-02-06;32.0;18.5;85.0;409.2
La Paila;2025-02-06;31.6;18.3;81.0;372.9
Bugalagrande;2025-02-07;31.5;18.0;84.0;425.6
La Paila;2025-02-07;31.3;17.9;81.0;383.6
Bugalagrande;2025-02-08;30.8;18.8;89.0;436.5
La Paila;2025-02-08;30.1;19.3;89.0;415.7
Bugalagrande;2025-02-09;30.4;17.8;88.0;455.7
La Paila;2025-02-09;30.2;18.1;88.0;449.4
Bugalagrande;2025-02-10;31.3;19.2;85.0;506.6
La Paila;2025-02-10;31.6;19.3;83.0;501.3
Bugalagrande;2025-02-11;23.7;18.8;96.0;163.3
La Paila;2025-02-11;23.6;18.5;96.0;139.4
Bugalagrande;2025-02-12;31.0;19.0;85.0;495.1
