nm_ema;fc_obsrvcion;tmp_mxma;tmp_mnma;hmd_rel_mdia;rdcion_slar
La Paila;2023-10-29;29.7;18.6;83.0;380.6
Bugalagrande;2023-10-30;31.0;17.8;87.0;442.0
La Paila;2023-10-30;30.3;18.3;88.0;398.7
Bugalagrande;2023-10-31;29.4;19.0;86.0;413.9
La Paila;2023-10-31;29.6;19.3;85.0;418.4
Bugalagrande;2023-11-01;29.6;19.5;87.0;372.0
La Paila;2023-11-01;29.6;20.0;86.0;495.4
Bugalagrande;2023-11-02;30.7;18.3;87.0;423.0
La Paila;2023-11-02;29.4;19.3;85.0;462.9
Bugalagrande;2023-11-03;31.3;19.5;83.0;491.4
La Paila;2023-11-03;30.1;20.0;83.0;471.6
Bugalagrande;2023-11-04;33.1;18.8;82.0;478.8
La Paila;2023-11-04;31.6;19.3;80.0;482.9
Bugalagrande;2023-11-05;29.9;19.5;91.0;323.0
La Paila;2023-11-05;30.1;20.0;90.0;338.1
Bugalagrande;2023-11-06;31.0;20.2;87.0;392.2
La Paila;2023-11-06;31.3;20.7;84.0;414.4
Bugalagrande;2023-11-07;32.4;20.2;82.0;527.8
La Paila;2023-11-07;32.0;20.7;83.0;490.5
Bugalagrande;2023-11-08;33.4;19.0;79.0;521.0
La Paila;2023-11-08;32.3;19.3;81.0;510.8
Bugalagrande;2023-11-09;33.4;20.2;80.0;477.7
La Paila;2023-11-09;33.4;20.7;79.0;485.3
Bugalagrande;2023-11-10;34.1;19.5;79.0;505.5
La Paila;2023-11-10;32.7;20.7;82.0;457.9
Bugalagrande;2023-11-11;32.4;20.6;81.0;419.1
La Paila;2023-11-11;32.3;21.2;81.0;397.4
Bugalagrande;2023-11-12;31.5;20.2;85.0;357.8
La Paila;2023-11-12;31.3;20.7;88.0;423.4
Bugalagrande;2023-11-13;32.7;20.2;83.0;490.1
La Paila;2023-11-13;33.0;20.5;83.0;525.4
Bugalagrande;2023-11-14;32.4;19.9;91.0;386.8
La Paila;2023-11-14;30.9;20.7;90.0;326.9
Bugalagrande;2023-11-15;31.5;19.3;92.0;360.7
La Paila;2023-11-15;29.7;20.0;91.0;353.6
Bugalagrande;2023-11-16;32.2;18.8;83.0;550.7
La Paila;2023-11-16;31.6;18.6;83.0;516.2
Bugalagrande;2023-11-17;32.9;18.1;82.0;499.2
La Paila;2023-11-17;32.1;18.6;80.0;474.6
Bugalagrande;2023-11-18;25.4;18.5;92.0;248.2
La Paila;2023-11-18;27.4;19.3;88.0;312.7
Bugalagrande;2023-11-19;29.9;18.8;86.0;479.0
La Paila;2023-11-19;30.1;19.8;84.0;470.7
Bugalagrande;2023-11-20;32.0;18.6;82.0;534.5
La Paila;2023-11-20;30.9;19.1;83.0;453.6
Bugalagrande;2023-11-21;30.8;19.5;84.0;461.8
La Paila;2023-11-21;30.6;20.0;82.0;417.8
Bugalagrande;2023-11-22;31.3;19.5;83.0;565.6
La Paila;2023-11-22;31.1;20.0;81.0;504.5
Bugalagrande;2023-11-23;31.7;19.0;81.0;470.6
La Paila;2023-11-23;32.1;19.3;81.0;437.7
Bugalagrande;2023-11-24;32.0;18.8;85.0;436.5
La Paila;2023-11-24;30.9;19.3;84.0;394.3
Bugalagrande;2023-11-25;30.6;18.8;87.0;493.9
La Paila;2023-11-25;31.4;19.0;86.0;534.2
Bugalagrande;2023-11-26;32.0;18.7;82.0;549.3
La Paila;2023-11-26;32.5;18.6;82.0;475.4
Bugalagrande;2023-11-27;33.4;18.3;80.0;564.5
La Paila;2023-11-27;33.0;18.6;81.0;522.2
Bugalagrande;2023-11-28;30.5;19.2;84.0;383.0
La Paila;2023-11-28;30.4;19.7;82.0;373.7
Bugalagrande;2023-11-29;30.8;18.3;87.0;396.3
La Paila;2023-11-29;31.6;18.6;86.0;439.6
Bugalagrande;2023-11-30;32.4;17.1;80.0;525.1
La Paila;2023-11-30;32.0;17.2;82.0;519.3
Bugalagrande;2023-12-01;33.4;17.4;79.0;556.6
La Paila;2023-12-01;33.0;17.9;79.0;549.3
Bugalagrande;2023-12-02;33.8;17.3;80.0;516.3
La Paila;2023-12-02;32.8;17.2;79.0;517.9
Bugalagrande;2023-12-03;33.4;18.5;78.0;548.2
La Paila;2023-12-03;33.2;19.3;79.0;518.3
Bugalagrande;2023-12-04;34.1;17.8;79.0;531.9
La Paila;2023-12-04;33.5;17.9;78.0;511.3
Bugalagrande;2023-12-05;33.9;17.8;78.0;521.2
La Paila;2023-12-05;33.5;18.6;78.0;491.4
Bugalagrande;2023-12-06;30.1;19.5;83.0;306.2
La Paila;2023-12-06;29.4;19.3;86.0;256.5
Bugalagrande;2023-12-07;32.5;18.8;83.0;516.2
La Paila;2023-12-07;32.7;19.3;83.0;472.2
Bugalagrande;2023-12-08;30.8;18.5;84.0;474.1
La Paila;2023-12-08;31.3;17.9;83.0;465.0
Bugalagrande;2023-12-09;33.4;18.3;80.0;492.0
La Paila;2023-12-09;32.8;17.9;79.0;520.2
Bugalagrande;2023-12-10;31.7;19.5;83.0;389.3
La Paila;2023-12-10;32.5;19.7;83.0;396.8
Bugalagrande;2023-12-11;34.1;19.0;79.0;524.5
La Paila;2023-12-11;33.7;18.6;79.0;513.9
Bugalagrande;2023-12-12;34.8;18.5;79.0;505.2
La Paila;2023-12-12;33.4;18.6;79.0;442.1
Bugalagrande;2023-12-13;33.4;19.0;79.0;451.1
La Paila;2023-12-13;33.0;20.0;78.0;441.5
Bugalagrande;2023-12-14;32.7;19.5;79.0;383.0
La Paila;2023-12-14;33.0;20.4;79.0;408.4
Bugalagrande;2023-12-15;27.7;20.9;86.0;235.0
La Paila;2023-12-15;27.0;20.7;90.0;221.4
Bugalagrande;2023-12-16;30.8;20.2;86.0;355.2
La Paila;2023-12-16;30.1;20.7;90.0;360.1
Bugalagrande;2023-12-17;31.0;19.5;88.0;359.8
La Paila;2023-12-17;30.8;20.4;87.0;376.9
Bugalagrande;2023-12-18;33.2;18.3;83.0;460.2
La Paila;2023-12-18;33.0;19.3;83.0;465.2
Bugalagrande;2023-12-19;29.6;18.8;88.0;236.1
La Paila;2023-12-19;30.4;19.8;87.0;279.3
Bugalagrande;2023-12-20;31.0;17.3;83.0;433.3
La Paila;2023-12-20;31.6;17.6;83.0;424.0
Bugalagrande;2023-12-21;33.4;17.8;80.0;520.2
La Paila;2023-12-21;34.2;18.6;80.0;501.3
Bugalagrande;2023-12-22;33.1;18.7;79.0;462.7
La Paila;2023-12-22;33.2;19.3;79.0;457.1
Bugalagrande;2023-12-23;30.8;19.7;89.0;294.8
La Paila;2023-12-23;31.1;20.7;85.0;344.6
Bugalagrande;2023-12-24;33.4;19.5;80.0;523.7
La Paila;2023-12-24;33.4;20.0;81.0;496.8
Bugalagrande;2023-12-25;31.7;19.5;90.0;339.7
La Paila;2023-12-25;31.6;20.4;87.0;355.0
Bugalagrande;2023-12-26;27.9;18.8;91.0;288.9
La Paila;2023-12-26;27.7;20.4;89.0;264.1
Bugalagrande;2023-12-27;31.5;18.8;83.0;431.7
La Paila;2023-12-27;30.9;20.0;83.0;383.3
Bugalagrande;2023-12-28;30.3;19.9;88.0;336.7
La Paila;2023-12-28;29.7;20.4;86.0;365.5
Bugalagrande;2023-12-29;30.5;19.5;84.0;455.8
La Paila;2023-12-29;30.9;20.0;83.0;419.4
Bugalagrande;2023-12-30;30.4;19.5;89.0;381.9
La Paila;2023-12-30;30.2;20.0;88.0;318.0
Bugalagrande;2023-12-31;32.4;19.0;83.0;508.9
La Paila;2023-12-31;32.7;20.0;81.0;495.9
Bugalagrande;2024-01-01;32.7;19.5;83.0;464.2
La Paila;2024-01-01;32.1;19.3;81.0;521.4
Bugalagrande;2024-01-02;32.2;19.5;81.0;437.7
La Paila;2024-01-02;32.8;20.7;81.0;477.7
Bugalagrande;2024-01-03;33.8;18.5;80.0;514.5
La Paila;2024-01-03;33.7;19.3;78.0;512.1
Bugalagrande;2024-01-04;33.1;19.0;81.0;531.0
La Paila;2024-01-04;32.3;20.0;78.0;437.3
Bugalagrande;2024-01-05;32.9;19.0;80.0;511.3
La Paila;2024-01-05;32.8;19.7;77.0;539.3
Bugalagrande;2024-01-06;32.7;18.1;79.0;535.6
La Paila;2024-01-06;33.3;18.1;77.0;522.0
Bugalagrande;2024-01-07;33.4;16.7;78.0;560.1
La Paila;2024-01-07;33.0;17.1;77.0;538.2
Bugalagrande;2024-01-08;33.4;17.8;78.0;543.4
La Paila;2024-01-08;33.0;17.9;77.0;512.1
Bugalagrande;2024-01-09;32.4;18.5;78.0;493.1
La Paila;2024-01-09;33.0;18.6;76.0;497.7
Bugalagrande;2024-01-10;32.9;18.5;79.0;463.0
La Paila;2024-01-10;33.0;19.3;78.0;450.2
Bugalagrande;2024-01-11;32.9;19.0;78.0;501.1
La Paila;2024-01-11;33.0;19.3;78.0;494.0
Bugalagrande;2024-01-12;31.7;19.0;85.0;411.9
La Paila;2024-01-12;31.0;20.5;80.0;332.8
Bugalagrande;2024-01-13;31.5;18.8;85.0;420.0
La Paila;2024-01-13;31.6;19.3;85.0;438.7
Bugalagrande;2024-01-14;32.7;16.9;79.0;551.2
La Paila;2024-01-14;33.7;17.9;79.0;563.5
Bugalagrande;2024-01-15;33.6;17.8;78.0;567.7
La Paila;2024-01-15;33.7;18.6;78.0;535.6
Bugalagrande;2024-01-16;33.9;16.8;77.0;540.3
La Paila;2024-01-16;32.5;17.9;78.0;478.4
Bugalagrande;2024-01-17;34.8;19.2;77.0;546.1
La Paila;2024-01-17;34.4;19.7;77.0;519.7
Bugalagrande;2024-01-18;34.1;18.5;79.0;504.5
La Paila;2024-01-18;34.2;19.3;77.0;537.7
Bugalagrande;2024-01-19;33.2;18.5;78.0;468.4
La Paila;2024-01-19;33.7;20.0;77.0;488.9
Bugalagrande;2024-01-20;31.0;20.2;82.0;284.5
La Paila;2024-01-20;31.6;20.9;81.0;309.5
Bugalagrande;2024-01-21;32.4;20.2;78.0;435.7
La Paila;2024-01-21;33.0;20.0;78.0;499.2
Bugalagrande;2024-01-22;35.7;17.4;77.0;546.3
La Paila;2024-01-22;35.3;18.6;76.0;529.3
Bugalagrande;2024-01-23;35.2;17.3;76.0;568.2
La Paila;2024-01-23;34.2;17.9;74.0;542.7
Bugalagrande;2024-01-24;34.8;17.3;75.0;571.1
La Paila;2024-01-24;34.4;17.9;72.0;548.2
Bugalagrande;2024-01-25;35.0;18.5;73.0;575.5
La Paila;2024-01-25;34.4;19.3;72.0;516.4
Bugalagrande;2024-01-26;35.2;19.3;75.0;529.2
La Paila;2024-01-26;34.9;20.0;72.0;521.4
Bugalagrande;2024-01-27;35.8;19.5;74.0;538.6
La Paila;2024-01-27;35.1;20.0;74.0;522.3
Bugalagrande;2024-01-28;36.5;19.9;73.0;576.3
La Paila;2024-01-28;35.1;19.5;73.0;547.9
Bugalagrande;2024-01-29;35.8;20.2;74.0;557.7
La Paila;2024-01-29;34.9;20.7;73.0;535.1
Bugalagrande;2024-01-30;36.2;19.5;74.0;548.7
La Paila;2024-01-30;34.9;19.3;74.0;496.9
Bugalagrande;2024-01-31;34.8;18.5;75.0;502.2
La Paila;2024-01-31;34.9;19.3;74.0;488.7
Bugalagrande;2024-02-01;35.5;19.0;77.0;525.9
La Paila;2024-02-01;34.4;20.0;77.0;507.8
Bugalagrande;2024-02-02;31.3;20.2;90.0;286.9
La Paila;2024-02-02;31.5;20.7;85.0;316.8
Bugalagrande;2024-02-03;32.7;19.9;79.0;525.3
La Paila;2024-02-03;32.3;20.7;78.0;522.2
Bugalagrande;2024-02-04;30.6;20.0;88.0;421.2
La Paila;2024-02-04;29.6;21.4;82.0;381.2
Bugalagrande;2024-02-05;27.7;20.2;90.0;310.8
La Paila;2024-02-05;28.2;20.7;88.0;336.1
Bugalagrande;2024-02-06;31.7;18.3;84.0;383.6
La Paila;2024-02-06;30.2;18.6;84.0;395.4
Bugalagrande;2024-02-07;34.6;19.5;77.0;596.6
La Paila;2024-02-07;33.3;20.0;78.0;522.4
Bugalagrande;2024-02-08;35.5;20.2;77.0;475.7
La Paila;2024-02-08;34.7;20.5;76.0;520.6
Bugalagrande;2024-02-09;35.3;20.0;78.0;591.5
La Paila;2024-02-09;35.1;21.1;75.0;599.0
Bugalagrande;2024-02-10;34.6;19.0;78.0;529.8
La Paila;2024-02-10;34.7;20.0;77.0;569.3
Bugalagrande;2024-02-11;33.4;20.2;80.0;520.2
La Paila;2024-02-11;33.2;20.7;77.0;494.8
Bugalagrande;2024-02-12;34.8;19.5;77.0;448.2
La Paila;2024-02-12;33.5;19.3;77.0;443.3
Bugalagrande;2024-02-13;34.6;18.8;76.0;583.5
La Paila;2024-02-13;34.9;18.8;74.0;567.1
Bugalagrande;2024-02-14;34.8;20.2;76.0;522.9
La Paila;2024-02-14;35.6;20.7;73.0;568.8
Bugalagrande;2024-02-15;35.3;18.3;76.0;582.2
La Paila;2024-02-15;35.8;18.8;75.0;585.0
Bugalagrande;2024-02-16;33.4;19.9;76.0;472.9
La Paila;2024-02-16;34.2;19.3;74.0;500.7
Bugalagrande;2024-02-17;34.6;19.5;77.0;540.9
La Paila;2024-02-17;34.0;20.0;74.0;486.9
Bugalagrande;2024-02-18;36.9;19.5;74.0;607.6
La Paila;2024-02-18;36.4;20.7;71.0;615.9
Bugalagrande;2024-02-19;34.8;20.2;74.0;595.4
La Paila;2024-02-19;34.4;21.4;72.0;513.2
Bugalagrande;2024-02-20;35.3;20.7;72.0;611.5
La Paila;2024-02-20;35.6;21.1;70.0;609.9
Bugalagrande;2024-02-21;30.1;18.5;84.0;352.8
La Paila;2024-02-21;29.7;19.3;78.0;369.9
Bugalagrande;2024-02-22;32.5;18.0;77.0;594.4
La Paila;2024-02-22;31.6;18.6;76.0;510.3
Bugalagrande;2024-02-23;34.5;16.8;72.0;638.1
La Paila;2024-02-23;34.4;16.4;71.0;627.2
Bugalagrande;2024-02-24;34.6;18.1;70.0;612.2
La Paila;2024-02-24;33.0;19.1;69.0;549.4
Bugalagrande;2024-02-25;32.0;19.0;74.0;509.4
La Paila;2024-02-25;31.5;20.0;73.0;486.7
Bugalagrande;2024-02-26;33.4;17.3;75.0;502.6
La Paila;2024-02-26;33.7;17.9;73.0;526.6
Bugalagrande;2024-02-27;35.3;17.8;75.0;608.6
La Paila;2024-02-27;35.1;18.6;72.0;591.3
Bugalagrande;2024-02-28;35.7;18.5;74.0;590.4
La Paila;2024-02-28;35.2;19.3;71.0;597.6
Bugalagrande;2024-02-29;34.1;20.9;74.0;513.0
La Paila;2024-02-29;34.2;22.1;70.0;484.3
Bugalagrande;2024-03-01;32.4;19.5;85.0;432.4
La Paila;2024-03-01;32.8;20.0;83.0;342.5
Bugalagrande;2024-03-02;33.1;17.8;82.0;585.8
La Paila;2024-03-02;32.8;18.6;78.0;577.3
Bugalagrande;2024-03-03;30.6;20.2;80.0;423.7
La Paila;2024-03-03;30.9;20.0;76.0;392.5
Bugalagrande;2024-03-04;34.3;20.2;75.0;588.9
La Paila;2024-03-04;34.4;21.4;72.0;531.9
Bugalagrande;2024-03-05;35.3;19.5;74.0;620.0
La Paila;2024-03-05;35.4;20.7;71.0;561.6
Bugalagrande;2024-03-06;35.3;19.5;74.0;609.8
La Paila;2024-03-06;34.9;20.7;72.0;599.4
Bugalagrande;2024-03-07;35.7;18.5;74.0;579.1
La Paila;2024-03-07;35.6;19.3;71.0;588.9
Bugalagrande;2024-03-08;35.7;19.5;83.0;532.0
La Paila;2024-03-08;35.7;20.7;76.0;516.1
Bugalagrande;2024-03-09;33.2;20.2;81.0;488.1
La Paila;2024-03-09;33.7;20.7;82.0;420.5
Bugalagrande;2024-03-10;35.8;19.9;76.0;602.6
La Paila;2024-03-10;35.9;20.0;73.0;580.5
Bugalagrande;2024-03-11;34.1;19.5;79.0;437.4
La Paila;2024-03-11;33.5;20.5;74.0;415.5
Bugalagrande;2024-03-12;35.5;20.2;75.0;597.2
La Paila;2024-03-12;35.9;21.7;72.0;605.1
Bugalagrande;2024-03-13;35.9;19.5;74.0;617.4
La Paila;2024-03-13;35.8;20.7;72.0;587.0
Bugalagrande;2024-03-14;35.5;20.2;74.0;562.9
La Paila;2024-03-14;35.1;20.9;71.0;568.8
Bugalagrande;2024-03-15;34.6;19.5;74.0;445.5
La Paila;2024-03-15;33.7;20.7;73.0;461.2
Bugalagrande;2024-03-16;36.7;18.5;73.0;618.3
La Paila;2024-03-16;36.6;20.0;72.0;645.5
Bugalagrande;2024-03-17;36.5;20.9;71.0;583.2
La Paila;2024-03-17;36.7;21.7;70.0;633.8
Bugalagrande;2024-03-18;36.9;19.7;77.0;626.5
La Paila;2024-03-18;36.3;20.7;78.0;646.7
Bugalagrande;2024-03-19;33.1;20.2;87.0;411.4
La Paila;2024-03-19;33.2;21.2;85.0;379.0
Bugalagrande;2024-03-20;33.4;19.7;80.0;522.1
La Paila;2024-03-20;33.2;20.7;79.0;515.5
Bugalagrande;2024-03-21;32.7;20.2;84.0;448.6
La Paila;2024-03-21;32.8;21.4;87.0;468.2
Bugalagrande;2024-03-22;34.8;19.5;77.0;533.0
La Paila;2024-03-22;33.8;20.5;78.0;570.4
Bugalagrande;2024-03-23;31.7;20.0;79.0;348.2
La Paila;2024-03-23;31.1;21.4;78.0;342.6
Bugalagrande;2024-03-24;35.3;19.5;74.0;621.2
La Paila;2024-03-24;35.2;20.5;72.0;625.8
Bugalagrande;2024-03-25;31.3;19.0;87.0;427.7
La Paila;2024-03-25;30.8;20.0;83.0;415.2
Bugalagrande;2024-03-26;34.1;18.5;79.0;614.8
La Paila;2024-03-26;32.8;19.3;80.0;553.6
Bugalagrande;2024-03-27;30.3;18.8;79.0;380.4
La Paila;2024-03-27;28.9;21.4;78.0;319.9
Bugalagrande;2024-03-28;34.8;19.0;77.0;577.4
La Paila;2024-03-28;34.3;20.0;75.0;655.4
Bugalagrande;2024-03-29;33.1;19.3;76.0;561.3
La Paila;2024-03-29;33.7;21.1;73.0;586.6
Bugalagrande;2024-03-30;32.7;19.0;79.0;415.5
La Paila;2024-03-30;32.8;20.5;79.0;479.6
Bugalagrande;2024-03-31;31.7;19.5;88.0;445.3
La Paila;2024-03-31;30.7;20.0;87.0;443.3
Bugalagrande;2024-04-01;32.7;19.0;83.0;510.6
La Paila;2024-04-01;32.1;19.3;82.0;506.0
Bugalagrande;2024-04-02;28.9;19.7;94.0;252.9
La Paila;2024-04-02;28.4;20.0;89.0;296.6
Bugalagrande;2024-04-03;30.6;19.5;85.0;454.0
La Paila;2024-04-03;31.3;20.0;88.0;452.0
Bugalagrande;2024-04-04;31.1;20.2;85.0;413.7
La Paila;2024-04-04;30.5;20.4;87.0;423.3
Bugalagrande;2024-04-05;34.1;19.5;83.0;610.0
La Paila;2024-04-05;32.8;20.5;81.0;642.1
Bugalagrande;2024-04-06;33.6;19.5;83.0;552.4
La Paila;2024-04-06;30.6;20.0;85.0;468.4
Bugalagrande;2024-04-07;34.5;18.5;80.0;548.6
La Paila;2024-04-07;33.8;19.3;81.0;574.1
Bugalagrande;2024-04-08;32.0;20.2;81.0;427.3
La Paila;2024-04-08;32.5;20.7;79.0;466.2
Bugalagrande;2024-04-09;34.8;19.5;78.0;597.0
La Paila;2024-04-09;33.5;20.5;78.0;524.3
Bugalagrande;2024-04-10;34.1;18.5;76.0;621.8
La Paila;2024-04-10;33.9;18.6;75.0;638.3
Bugalagrande;2024-04-11;34.5;19.5;76.0;588.5
La Paila;2024-04-11;34.2;20.5;76.0;587.8
Bugalagrande;2024-04-12;35.2;18.5;76.0;602.6
La Paila;2024-04-12;35.4;19.3;75.0;627.8
Bugalagrande;2024-04-13;35.3;18.0;75.0;594.9
La Paila;2024-04-13;34.5;18.6;73.0;623.7
Bugalagrande;2024-04-14;34.1;20.9;75.0;513.7
La Paila;2024-04-14;34.0;21.4;75.0;544.6
Bugalagrande;2024-04-15;34.6;20.2;77.0;545.4
La Paila;2024-04-15;34.0;21.4;77.0;585.6
Bugalagrande;2024-04-16;35.5;20.0;76.0;608.5
La Paila;2024-04-16;35.2;20.7;75.0;605.8
Bugalagrande;2024-04-17;31.5;20.4;83.0;347.4
La Paila;2024-04-17;31.6;21.4;82.0;379.6
Bugalagrande;2024-04-18;32.7;20.2;88.0;413.8
La Paila;2024-04-18;32.3;21.1;90.0;413.6
Bugalagrande;2024-04-19;30.8;19.5;91.0;380.9
La Paila;2024-04-19;30.9;20.0;89.0;398.3
Bugalagrande;2024-04-20;32.0;18.8;82.0;593.1
La Paila;2024-04-20;32.1;19.3;81.0;601.1
Bugalagrande;2024-04-21;30.6;20.2;89.0;370.6
La Paila;2024-04-21;29.4;21.4;87.0;367.6
Bugalagrande;2024-04-22;28.1;19.5;91.0;224.5
La Paila;2024-04-22;28.5;20.0;88.0;255.9
Bugalagrande;2024-04-23;31.0;19.5;85.0;500.0
La Paila;2024-04-23;30.8;20.0;86.0;476.3
Bugalagrande;2024-04-24;33.4;20.2;84.0;487.3
La Paila;2024-04-24;33.1;20.7;82.0;521.4
Bugalagrande;2024-04-25;30.1;20.2;87.0;437.8
La Paila;2024-04-25;28.9;20.7;87.0;370.5
Bugalagrande;2024-04-26;34.1;19.0;85.0;549.0
La Paila;2024-04-26;32.8;20.0;85.0;542.0
Bugalagrande;2024-04-27;30.1;19.5;90.0;365.7
La Paila;2024-04-27;29.4;20.0;89.0;351.9
Bugalagrande;2024-04-28;31.7;19.5;89.0;469.2
La Paila;2024-04-28;30.2;20.7;89.0;462.9
Bugalagrande;2024-04-29;32.4;20.2;85.0;499.6
La Paila;2024-04-29;32.4;20.7;85.0;447.0
Bugalagrande;2024-04-30;32.9;19.2;88.0;481.4
La Paila;2024-04-30;33.2;20.7;85.0;480.0
Bugalagrande;2024-05-01;34.1;19.2;82.0;551.0
La Paila;2024-05-01;32.6;20.0;83.0;532.7
Bugalagrande;2024-05-02;31.3;19.7;88.0;409.6
La Paila;2024-05-02;31.6;20.0;89.0;423.4
Bugalagrande;2024-05-03;31.1;21.1;87.0;376.8
La Paila;2024-05-03;31.5;21.4;89.0;324.4
Bugalagrande;2024-05-04;28.9;19.5;93.0;243.5
La Paila;2024-05-04;27.5;20.4;95.0;213.8
Bugalagrande;2024-05-05;30.6;19.9;90.0;351.7
La Paila;2024-05-05;29.1;20.5;90.0;349.8
Bugalagrande;2024-05-06;32.7;20.2;85.0;459.3
La Paila;2024-05-06;33.1;20.7;85.0;464.1
Bugalagrande;2024-05-07;32.9;20.2;87.0;407.1
La Paila;2024-05-07;33.5;20.7;87.0;461.1
Bugalagrande;2024-05-08;28.4;20.2;91.0;388.3
La Paila;2024-05-08;29.1;20.7;89.0;484.7
Bugalagrande;2024-05-09;25.8;20.0;95.0;210.7
La Paila;2024-05-09;24.1;20.0;95.0;180.5
Bugalagrande;2024-05-10;30.6;20.2;87.0;508.6
La Paila;2024-05-10;31.5;20.5;88.0;469.9
Bugalagrande;2024-05-11;32.7;19.5;87.0;528.3
La Paila;2024-05-11;33.2;20.0;86.0;600.6
Bugalagrande;2024-05-12;29.8;20.2;89.0;431.1
La Paila;2024-05-12;30.4;20.7;90.0;392.6
Bugalagrande;2024-05-13;33.4;18.5;84.0;532.5
La Paila;2024-05-13;33.7;19.3;85.0;596.6
Bugalagrande;2024-05-14;29.6;20.9;89.0;308.5
La Paila;2024-05-14;29.6;20.7;90.0;318.8
Bugalagrande;2024-05-15;29.2;19.0;90.0;339.4
La Paila;2024-05-15;29.2;20.0;91.0;353.5
Bugalagrande;2024-05-16;30.4;18.3;86.0;434.2
La Paila;2024-05-16;31.5;19.7;85.0;464.6
Bugalagrande;2024-05-17;33.2;20.4;83.0;511.0
La Paila;2024-05-17;32.6;21.4;83.0;504.1
Bugalagrande;2024-05-18;34.1;20.2;82.0;522.7
La Paila;2024-05-18;33.5;21.4;81.0;472.7
Bugalagrande;2024-05-19;32.4;20.2;83.0;451.5
La Paila;2024-05-19;33.0;21.1;82.0;475.7
Bugalagrande;2024-05-20;30.8;20.2;84.0;345.5
La Paila;2024-05-20;31.6;21.4;84.0;369.8
Bugalagrande;2024-05-21;32.4;20.2;82.0;454.0
La Paila;2024-05-21;32.6;20.7;83.0;526.4
Bugalagrande;2024-05-22;32.0;20.2;88.0;392.6
La Paila;2024-05-22;32.4;21.1;83.0;432.9
Bugalagrande;2024-05-23;30.6;19.5;85.0;415.6
La Paila;2024-05-23;31.5;20.7;86.0;391.4
Bugalagrande;2024-05-24;32.4;20.4;84.0;426.1
La Paila;2024-05-24;32.0;21.1;85.0;372.8
Bugalagrande;2024-05-25;29.6;20.2;87.0;271.1
La Paila;2024-05-25;28.4;20.7;88.0;231.9
Bugalagrande;2024-05-26;34.1;19.5;79.0;468.1
La Paila;2024-05-26;33.5;19.3;80.0;478.5
Bugalagrande;2024-05-27;32.4;19.0;79.0;439.6
La Paila;2024-05-27;32.1;19.3;81.0;466.9
Bugalagrande;2024-05-28;34.1;18.5;78.0;543.1
La Paila;2024-05-28;33.4;19.3;78.0;538.7
Bugalagrande;2024-05-29;30.5;19.5;94.0;265.3
La Paila;2024-05-29;28.4;20.7;93.0;267.7
Bugalagrande;2024-05-30;31.8;19.0;84.0;530.5
La Paila;2024-05-30;30.2;20.0;85.0;455.9
Bugalagrande;2024-05-31;34.1;19.5;82.0;522.3
La Paila;2024-05-31;33.1;20.7;81.0;582.3
Bugalagrande;2024-06-01;34.5;20.9;80.0;554.8
La Paila;2024-06-01;34.0;21.4;80.0;565.1
Bugalagrande;2024-06-02;33.1;19.5;81.0;446.7
La Paila;2024-06-02;32.8;20.7;81.0;471.9
Bugalagrande;2024-06-03;32.9;19.5;81.0;450.7
La Paila;2024-06-03;33.0;20.0;84.0;469.5
Bugalagrande;2024-06-04;30.8;20.4;92.0;368.7
La Paila;2024-06-04;31.9;20.7;89.0;465.5
Bugalagrande;2024-06-05;30.3;19.9;87.0;471.4
La Paila;2024-06-05;31.6;20.2;88.0;453.7
Bugalagrande;2024-06-06;30.4;20.2;87.0;417.2
La Paila;2024-06-06;30.9;20.2;88.0;413.4
Bugalagrande;2024-06-07;33.4;18.8;81.0;484.2
La Paila;2024-06-07;31.6;20.7;83.0;469.9
Bugalagrande;2024-06-08;30.8;19.5;89.0;354.9
La Paila;2024-06-08;30.9;20.0;90.0;324.7
Bugalagrande;2024-06-09;32.5;18.5;84.0;516.9
La Paila;2024-06-09;30.6;18.6;87.0;447.0
Bugalagrande;2024-06-10;31.3;19.9;82.0;398.5
La Paila;2024-06-10;30.8;20.4;87.0;382.9
Bugalagrande;2024-06-11;31.3;18.5;83.0;419.1
La Paila;2024-06-11;30.8;18.6;84.0;436.6
Bugalagrande;2024-06-12;32.0;19.0;80.0;445.6
La Paila;2024-06-12;32.1;20.0;81.0;461.3
Bugalagrande;2024-06-13;31.3;19.7;86.0;367.0
La Paila;2024-06-13;31.3;20.7;88.0;415.5
Bugalagrande;2024-06-14;30.6;20.2;93.0;298.9
La Paila;2024-06-14;29.6;20.5;93.0;406.1
Bugalagrande;2024-06-15;27.9;19.5;91.0;262.4
La Paila;2024-06-15;28.2;20.0;91.0;273.1
Bugalagrande;2024-06-16;31.0;18.8;89.0;398.4
La Paila;2024-06-16;29.1;19.3;88.0;399.5
Bugalagrande;2024-06-17;33.4;17.3;80.0;575.6
La Paila;2024-06-17;32.3;18.8;81.0;573.4
Bugalagrande;2024-06-18;30.3;18.8;89.0;383.5
La Paila;2024-06-18;29.7;19.7;85.0;361.5
Bugalagrande;2024-06-19;27.9;18.5;92.0;281.0
La Paila;2024-06-19;27.7;19.8;90.0;297.1
Bugalagrande;2024-06-20;31.0;19.0;84.0;498.6
La Paila;2024-06-20;30.8;18.8;86.0;477.5
Bugalagrande;2024-06-21;30.4;20.2;85.0;447.7
