HACIENDA;PLUV;Fecha;Precipitaci?n (mm);;;
La Luisa 1;211;15/06/2022;10;;;
La Luisa 1;211;16/06/2022;2;;;
La Luisa 1;211;17/06/2022;10;;;
La Luisa 1;211;18/06/2022;30;;;
La Luisa 1;211;19/06/2022;0;;;
La Luisa 1;211;20/06/2022;0;;;
La Luisa 1;211;21/06/2022;0;;;
La Luisa 1;211;22/06/2022;0;;;
La Luisa 1;211;23/06/2022;0;;;
La Luisa 1;211;24/06/2022;33;;;
La Luisa 1;211;25/06/2022;3;;;
La Luisa 1;211;26/06/2022;19;;;
La Luisa 1;211;27/06/2022;5;;;
La Luisa 1;211;28/06/2022;38;;;
La Luisa 1;211;29/06/2022;0;;;
La Luisa 1;211;30/06/2022;0;;;
La Luisa 1;212;1/06/2022;10;;;
La Luisa 1;212;2/06/2022;5;;;
La Luisa 1;212;3/06/2022;7;;;
La Luisa 1;212;4/06/2022;1;;;
La Luisa 1;212;5/06/2022;29;;;
La Luisa 1;212;6/06/2022;30;;;
La Luisa 1;212;7/06/2022;5;;;
La Luisa 1;212;8/06/2022;0;;;
La Luisa 1;212;9/06/2022;6;;;
La Luisa 1;212;10/06/2022;0;;;
La Luisa 1;212;11/06/2022;12;;;
La Luisa 1;212;12/06/2022;6;;;
La Luisa 1;212;13/06/2022;28;;;
La Luisa 1;212;14/06/2022;0;;;
La Luisa 1;212;15/06/2022;18;;;
La Luisa 1;212;16/06/2022;2;;;
La Luisa 1;212;17/06/2022;12;;;
La Luisa 1;212;18/06/2022;32;;;
La Luisa 1;212;19/06/2022;0;;;
La Luisa 1;212;20/06/2022;0;;;
La Luisa 1;212;21/06/2022;0;;;
La Luisa 1;212;22/06/2022;0;;;
La Luisa 1;212;23/06/2022;0;;;
La Luisa 1;212;24/06/2022;10;;;
La Luisa 1;212;25/06/2022;3;;;
La Luisa 1;212;26/06/2022;12;;;
La Luisa 1;212;27/06/2022;11;;;
La Luisa 1;212;28/06/2022;38;;;
La Luisa 1;212;29/06/2022;0;;;
La Luisa 1;212;30/06/2022;0;;;
Lagunas;214;1/06/2022;10;;;
Lagunas;214;2/06/2022;14;;;
Lagunas;214;3/06/2022;12;;;
Lagunas;214;4/06/2022;1;;;
Lagunas;214;5/06/2022;49;;;
Lagunas;214;6/06/2022;37;;;
Lagunas;214;7/06/2022;8;;;
Lagunas;214;8/06/2022;0;;;
Lagunas;214;9/06/2022;6;;;
Lagunas;214;10/06/2022;0;;;
Lagunas;214;11/06/2022;19;;;
Lagunas;214;12/06/2022;2;;;
Lagunas;214;13/06/2022;50;;;
Lagunas;214;14/06/2022;0;;;
Lagunas;214;15/06/2022;12;;;
Lagunas;214;16/06/2022;2;;;
Lagunas;214;17/06/2022;12;;;
Lagunas;214;18/06/2022;40;;;
Lagunas;214;19/06/2022;0;;;
Lagunas;214;20/06/2022;0;;;
Lagunas;214;21/06/2022;0;;;
Lagunas;214;22/06/2022;0;;;
Lagunas;214;23/06/2022;0;;;
Lagunas;214;24/06/2022;44;;;
Lagunas;214;25/06/2022;3;;;
Lagunas;214;26/06/2022;28;;;
Lagunas;214;27/06/2022;4;;;
Lagunas;214;28/06/2022;50;;;
Lagunas;214;29/06/2022;7;;;
Lagunas;214;30/06/2022;0;;;
Lagunas;215;1/06/2022;12;;;
Lagunas;215;2/06/2022;16;;;
Lagunas;215;3/06/2022;7;;;
Lagunas;215;4/06/2022;1;;;
Lagunas;215;5/06/2022;22;;;
Lagunas;215;6/06/2022;35;;;
Lagunas;215;7/06/2022;5;;;
Lagunas;215;8/06/2022;0;;;
Lagunas;215;9/06/2022;5;;;
Lagunas;215;10/06/2022;0;;;
Lagunas;215;11/06/2022;16;;;
Lagunas;215;12/06/2022;1;;;
Lagunas;215;13/06/2022;45;;;
Lagunas;215;14/06/2022;0;;;
Lagunas;215;15/06/2022;13;;;
Lagunas;215;16/06/2022;2;;;
Lagunas;215;17/06/2022;10;;;
Lagunas;215;18/06/2022;35;;;
Lagunas;215;19/06/2022;0;;;
Lagunas;215;20/06/2022;0;;;
Lagunas;215;21/06/2022;0;;;
Lagunas;215;22/06/2022;0;;;
Lagunas;215;23/06/2022;0;;;
Lagunas;215;24/06/2022;32;;;
Lagunas;215;25/06/2022;3;;;
Lagunas;215;26/06/2022;15;;;
Lagunas;215;27/06/2022;3;;;
Lagunas;215;28/06/2022;34;;;
Lagunas;215;29/06/2022;5;;;
Lagunas;215;30/06/2022;0;;;
Paila Arriba;303;1/06/2022;9;;;
Paila Arriba;303;2/06/2022;7;;;
Paila Arriba;303;3/06/2022;4;;;
Paila Arriba;303;4/06/2022;12;;;
Paila Arriba;303;5/06/2022;11;;;
Paila Arriba;303;6/06/2022;38;;;
Paila Arriba;303;7/06/2022;5;;;
Paila Arriba;303;8/06/2022;0;;;
Paila Arriba;303;9/06/2022;7;;;
Paila Arriba;303;10/06/2022;0;;;
Paila Arriba;303;11/06/2022;9;;;
Paila Arriba;303;12/06/2022;12;;;
Paila Arriba;303;13/06/2022;30;;;
Paila Arriba;303;14/06/2022;0;;;
Paila Arriba;303;15/06/2022;12;;;
Paila Arriba;303;16/06/2022;4;;;
Paila Arriba;303;17/06/2022;14;;;
Paila Arriba;303;18/06/2022;30;;;
Paila Arriba;303;19/06/2022;0;;;
Paila Arriba;303;20/06/2022;0;;;
Paila Arriba;303;21/06/2022;0;;;
Paila Arriba;303;22/06/2022;0;;;
Paila Arriba;303;23/06/2022;0;;;
Paila Arriba;303;24/06/2022;7;;;
Paila Arriba;303;25/06/2022;4;;;
Paila Arriba;303;26/06/2022;14;;;
Paila Arriba;303;27/06/2022;12;;;
Paila Arriba;303;28/06/2022;24;;;
Paila Arriba;303;29/06/2022;0;;;
Paila Arriba;303;30/06/2022;6;;;
Riopila La Ranchera;304;1/06/2022;8;;;
Riopila La Ranchera;304;2/06/2022;10;;;
Riopila La Ranchera;304;3/06/2022;4;;;
Riopila La Ranchera;304;4/06/2022;1;;;
Riopila La Ranchera;304;5/06/2022;18;;;
Riopila La Ranchera;304;6/06/2022;30;;;
Riopila La Ranchera;304;7/06/2022;12;;;
Riopila La Ranchera;304;8/06/2022;0;;;
Riopila La Ranchera;304;9/06/2022;8;;;
Riopila La Ranchera;304;10/06/2022;0;;;
Riopila La Ranchera;304;11/06/2022;9;;;
Riopila La Ranchera;304;12/06/2022;2;;;
Riopila La Ranchera;304;13/06/2022;65;;;
Riopila La Ranchera;304;14/06/2022;0;;;
Riopila La Ranchera;304;15/06/2022;15;;;
Riopila La Ranchera;304;16/06/2022;2;;;
Riopila La Ranchera;304;17/06/2022;5;;;
Riopila La Ranchera;304;18/06/2022;25;;;
Riopila La Ranchera;304;19/06/2022;0;;;
Riopila La Ranchera;304;20/06/2022;0;;;
Riopila La Ranchera;304;21/06/2022;0;;;
Riopila La Ranchera;304;22/06/2022;0;;;
Riopila La Ranchera;304;23/06/2022;0;;;
Riopila La Ranchera;304;24/06/2022;6;;;
Riopila La Ranchera;304;25/06/2022;3;;;
Riopila La Ranchera;304;26/06/2022;25;;;
Riopila La Ranchera;304;27/06/2022;5;;;
Riopila La Ranchera;304;28/06/2022;53;;;
Riopila La Ranchera;304;29/06/2022;0;;;
Riopila La Ranchera;304;30/06/2022;0;;;
Riopaila La Pista;305;1/06/2022;12;;;
Riopaila La Pista;305;2/06/2022;15;;;
Riopaila La Pista;305;3/06/2022;3;;;
Riopaila La Pista;305;4/06/2022;8;;;
Riopaila La Pista;305;5/06/2022;16;;;
Riopaila La Pista;305;6/06/2022;42;;;
Riopaila La Pista;305;7/06/2022;3;;;
Riopaila La Pista;305;8/06/2022;0;;;
Riopaila La Pista;305;9/06/2022;14;;;
Riopaila La Pista;305;10/06/2022;0;;;
Riopaila La Pista;305;11/06/2022;12;;;
Riopaila La Pista;305;12/06/2022;4;;;
Riopaila La Pista;305;13/06/2022;73;;;
Riopaila La Pista;305;14/06/2022;0;;;
Riopaila La Pista;305;15/06/2022;19;;;
Riopaila La Pista;305;16/06/2022;3;;;
Riopaila La Pista;305;17/06/2022;9;;;
Riopaila La Pista;305;18/06/2022;27;;;
Riopaila La Pista;305;19/06/2022;0;;;
Riopaila La Pista;305;20/06/2022;0;;;
Riopaila La Pista;305;21/06/2022;0;;;
Riopaila La Pista;305;22/06/2022;0;;;
Riopaila La Pista;305;23/06/2022;0;;;
Riopaila La Pista;305;24/06/2022;7;;;
Riopaila La Pista;305;25/06/2022;4;;;
Riopaila La Pista;305;26/06/2022;26;;;
Riopaila La Pista;305;27/06/2022;8;;;
Riopaila La Pista;305;28/06/2022;52;;;
Riopaila La Pista;305;29/06/2022;0;;;
Riopaila La Pista;305;30/06/2022;0;;;
MANGOS;701;1/06/2022;10;;;
MANGOS;701;2/06/2022;10;;;
MANGOS;701;3/06/2022;5;;;
MANGOS;701;4/06/2022;8;;;
MANGOS;701;5/06/2022;13;;;
MANGOS;701;6/06/2022;42;;;
MANGOS;701;7/06/2022;3;;;
MANGOS;701;8/06/2022;0;;;
MANGOS;701;9/06/2022;6;;;
MANGOS;701;10/06/2022;0;;;
MANGOS;701;11/06/2022;9;;;
MANGOS;701;12/06/2022;14;;;
MANGOS;701;13/06/2022;34;;;
MANGOS;701;14/06/2022;0;;;
MANGOS;701;15/06/2022;10;;;
MANGOS;701;16/06/2022;3;;;
MANGOS;701;17/06/2022;20;;;
MANGOS;701;18/06/2022;32;;;
MANGOS;701;19/06/2022;0;;;
MANGOS;701;20/06/2022;1;;;
MANGOS;701;21/06/2022;0;;;
MANGOS;701;22/06/2022;0;;;
MANGOS;701;23/06/2022;0;;;
MANGOS;701;24/06/2022;6;;;
MANGOS;701;25/06/2022;4;;;
MANGOS;701;26/06/2022;18;;;
MANGOS;701;27/06/2022;10;;;
MANGOS;701;28/06/2022;28;;;
MANGOS;701;29/06/2022;0;;;
MANGOS;701;30/06/2022;6;;;
pluviometro riopaila agricola;306;1/06/2022;9;;;
pluviometro riopaila agricola;306;2/06/2022;6;;;
pluviometro riopaila agricola;306;3/06/2022;0;;;
pluviometro riopaila agricola;306;4/06/2022;2;;;
pluviometro riopaila agricola;306;5/06/2022;12;;;
pluviometro riopaila agricola;306;6/06/2022;26;;;
pluviometro riopaila agricola;306;7/06/2022;4;;;
pluviometro riopaila agricola;306;8/06/2022;0;;;
pluviometro riopaila agricola;306;9/06/2022;8;;;
pluviometro riopaila agricola;306;10/06/2022;0;;;
pluviometro riopaila agricola;306;11/06/2022;7;;;
pluviometro riopaila agricola;306;12/06/2022;7;;;
pluviometro riopaila agricola;306;13/06/2022;39;;;
pluviometro riopaila agricola;306;14/06/2022;0;;;
pluviometro riopaila agricola;306;15/06/2022;21;;;
pluviometro riopaila agricola;306;16/06/2022;2;;;
pluviometro riopaila agricola;306;17/06/2022;7;;;
pluviometro riopaila agricola;306;18/06/2022;21;;;
pluviometro riopaila agricola;306;19/06/2022;1;;;
pluviometro riopaila agricola;306;20/06/2022;1;;;
pluviometro riopaila agricola;306;21/06/2022;0;;;
pluviometro riopaila agricola;306;22/06/2022;0;;;
pluviometro riopaila agricola;306;23/06/2022;0;;;
pluviometro riopaila agricola;306;24/06/2022;0;;;
pluviometro riopaila agricola;306;25/06/2022;3;;;
pluviometro riopaila agricola;306;26/06/2022;12;;;
pluviometro riopaila agricola;306;27/06/2022;6;;;
pluviometro riopaila agricola;306;28/06/2022;33;;;
pluviometro riopaila agricola;306;29/06/2022;0;;;
pluviometro riopaila agricola;306;30/06/2022;0;;;
Venecia 1;401;1/06/2022;11;;;
Venecia 1;401;2/06/2022;8;;;
Venecia 1;401;3/06/2022;5;;;
Venecia 1;401;4/06/2022;4;;;
Venecia 1;401;5/06/2022;23;;;
Venecia 1;401;6/06/2022;43;;;
Venecia 1;401;7/06/2022;4;;;
Venecia 1;401;8/06/2022;0;;;
Venecia 1;401;9/06/2022;14;;;
Venecia 1;401;10/06/2022;0;;;
Venecia 1;401;11/06/2022;18;;;
Venecia 1;401;12/06/2022;2;;;
Venecia 1;401;13/06/2022;43;;;
Venecia 1;401;14/06/2022;0;;;
Venecia 1;401;15/06/2022;1;;;
Venecia 1;401;16/06/2022;3;;;
Venecia 1;401;17/06/2022;6;;;
Venecia 1;401;18/06/2022;24;;;
Venecia 1;401;19/06/2022;0;;;
Venecia 1;401;20/06/2022;2;;;
Venecia 1;401;21/06/2022;0;;;
Venecia 1;401;22/06/2022;0;;;
Venecia 1;401;23/06/2022;0;;;
Venecia 1;401;24/06/2022;6;;;
Venecia 1;401;25/06/2022;2;;;
Venecia 1;401;26/06/2022;24;;;
Venecia 1;401;27/06/2022;19;;;
Venecia 1;401;28/06/2022;60;;;
Venecia 1;401;29/06/2022;0;;;
Venecia 1;401;30/06/2022;2;;;
Venecia 2;402;1/06/2022;8;;;
Venecia 2;402;2/06/2022;8;;;
Venecia 2;402;3/06/2022;3;;;
Venecia 2;402;4/06/2022;9;;;
Venecia 2;402;5/06/2022;27;;;
Venecia 2;402;6/06/2022;33;;;
Venecia 2;402;7/06/2022;4;;;
Venecia 2;402;8/06/2022;0;;;
Venecia 2;402;9/06/2022;9;;;
Venecia 2;402;10/06/2022;0;;;
Venecia 2;402;11/06/2022;17;;;
Venecia 2;402;12/06/2022;2;;;
Venecia 2;402;13/06/2022;37;;;
Venecia 2;402;14/06/2022;0;;;
Venecia 2;402;15/06/2022;11;;;
Venecia 2;402;16/06/2022;1;;;
Venecia 2;402;17/06/2022;4;;;
Venecia 2;402;18/06/2022;24;;;
Venecia 2;402;19/06/2022;0;;;
Venecia 2;402;20/06/2022;1;;;
Venecia 2;402;21/06/2022;0;;;
Venecia 2;402;22/06/2022;0;;;
Venecia 2;402;23/06/2022;0;;;
Venecia 2;402;24/06/2022;5;;;
Venecia 2;402;25/06/2022;3;;;
Venecia 2;402;26/06/2022;22;;;
Venecia 2;402;27/06/2022;9;;;
Venecia 2;402;28/06/2022;31;;;
Venecia 2;402;29/06/2022;0;;;
Venecia 2;402;30/06/2022;0;;;
tequendama;412;1/06/2022;22;;;
tequendama;412;2/06/2022;4;;;
tequendama;412;3/06/2022;6;;;
tequendama;412;4/06/2022;3;;;
tequendama;412;5/06/2022;12;;;
tequendama;412;6/06/2022;42;;;
tequendama;412;7/06/2022;7;;;
tequendama;412;8/06/2022;0;;;
tequendama;412;9/06/2022;15;;;
tequendama;412;10/06/2022;0;;;
tequendama;412;11/06/2022;45;;;
tequendama;412;12/06/2022;0;;;
tequendama;412;13/06/2022;53;;;
tequendama;412;14/06/2022;0;;;
tequendama;412;15/06/2022;6;;;
tequendama;412;16/06/2022;0;;;
tequendama;412;17/06/2022;15;;;
tequendama;412;18/06/2022;40;;;
tequendama;412;19/06/2022;0;;;
tequendama;412;20/06/2022;0;;;
tequendama;412;21/06/2022;0;;;
tequendama;412;22/06/2022;0;;;
tequendama;412;23/06/2022;0;;;
tequendama;412;24/06/2022;14;;;
tequendama;412;25/06/2022;0;;;
tequendama;412;26/06/2022;18;;;
tequendama;412;27/06/2022;50;;;
tequendama;412;28/06/2022;53;;;
tequendama;412;29/06/2022;0;;;
tequendama;412;30/06/2022;0;;;
Ukrania Venecia;414;1/06/2022;9;;;
Ukrania Venecia;414;2/06/2022;12;;;
Ukrania Venecia;414;3/06/2022;3;;;
Ukrania Venecia;414;4/06/2022;5;;;
Ukrania Venecia;414;5/06/2022;20;;;
Ukrania Venecia;414;6/06/2022;47;;;
Ukrania Venecia;414;7/06/2022;5;;;
Ukrania Venecia;414;8/06/2022;0;;;
Ukrania Venecia;414;9/06/2022;22;;;
Ukrania Venecia;414;10/06/2022;0;;;
Ukrania Venecia;414;11/06/2022;22;;;
Ukrania Venecia;414;12/06/2022;2;;;
Ukrania Venecia;414;13/06/2022;38;;;
Ukrania Venecia;414;14/06/2022;0;;;
Ukrania Venecia;414;15/06/2022;5;;;
Ukrania Venecia;414;16/06/2022;1;;;
Ukrania Venecia;414;17/06/2022;6;;;
Ukrania Venecia;414;18/06/2022;18;;;
Ukrania Venecia;414;19/06/2022;0;;;
Ukrania Venecia;414;20/06/2022;2;;;
Ukrania Venecia;414;21/06/2022;0;;;
Ukrania Venecia;414;22/06/2022;0;;;
Ukrania Venecia;414;23/06/2022;0;;;
Ukrania Venecia;414;24/06/2022;6;;;
Ukrania Venecia;414;25/06/2022;3;;;
Ukrania Venecia;414;26/06/2022;32;;;
Ukrania Venecia;414;27/06/2022;13;;;
Ukrania Venecia;414;28/06/2022;60;;;
Ukrania Venecia;414;29/06/2022;0;;;
Ukrania Venecia;414;30/06/2022;3;;;
Gertrudis;503;1/06/2022;11;;;
Gertrudis;503;2/06/2022;10;;;
Gertrudis;503;3/06/2022;4;;;
Gertrudis;503;4/06/2022;3;;;
Gertrudis;503;5/06/2022;19;;;
Gertrudis;503;6/06/2022;35;;;
Gertrudis;503;7/06/2022;3;;;
Gertrudis;503;8/06/2022;0;;;
Gertrudis;503;9/06/2022;15;;;
Gertrudis;503;10/06/2022;0;;;
Gertrudis;503;11/06/2022;21;;;
Gertrudis;503;12/06/2022;0;;;
Gertrudis;503;13/06/2022;39;;;
Gertrudis;503;14/06/2022;0;;;
Gertrudis;503;15/06/2022;0;;;
Gertrudis;503;16/06/2022;0;;;
Gertrudis;503;17/06/2022;8;;;
Gertrudis;503;18/06/2022;23;;;
Gertrudis;503;19/06/2022;0;;;
Gertrudis;503;20/06/2022;0;;;
Gertrudis;503;21/06/2022;0;;;
Gertrudis;503;22/06/2022;0;;;
Gertrudis;503;23/06/2022;0;;;
Gertrudis;503;24/06/2022;13;;;
Gertrudis;503;25/06/2022;0;;;
Gertrudis;503;26/06/2022;25;;;
Gertrudis;503;27/06/2022;18;;;
Gertrudis;503;28/06/2022;28;;;
Gertrudis;503;29/06/2022;0;;;
Gertrudis;503;30/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;1/06/2022;16;;;
Gertrudis-Porteria la Gertrudis;504;2/06/2022;8;;;
Gertrudis-Porteria la Gertrudis;504;3/06/2022;8;;;
Gertrudis-Porteria la Gertrudis;504;4/06/2022;3;;;
Gertrudis-Porteria la Gertrudis;504;5/06/2022;21;;;
Gertrudis-Porteria la Gertrudis;504;6/06/2022;29;;;
Gertrudis-Porteria la Gertrudis;504;7/06/2022;3;;;
Gertrudis-Porteria la Gertrudis;504;8/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;9/06/2022;10;;;
Gertrudis-Porteria la Gertrudis;504;10/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;11/06/2022;10;;;
Gertrudis-Porteria la Gertrudis;504;12/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;13/06/2022;26;;;
Gertrudis-Porteria la Gertrudis;504;14/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;15/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;16/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;17/06/2022;10;;;
Gertrudis-Porteria la Gertrudis;504;18/06/2022;23;;;
Gertrudis-Porteria la Gertrudis;504;19/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;20/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;21/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;22/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;23/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;24/06/2022;22;;;
Gertrudis-Porteria la Gertrudis;504;25/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;26/06/2022;6;;;
Gertrudis-Porteria la Gertrudis;504;27/06/2022;18;;;
Gertrudis-Porteria la Gertrudis;504;28/06/2022;52;;;
Gertrudis-Porteria la Gertrudis;504;29/06/2022;0;;;
Gertrudis-Porteria la Gertrudis;504;30/06/2022;0;;;
San Nicolas;505;1/06/2022;5;;;
San Nicolas;505;2/06/2022;7;;;
San Nicolas;505;3/06/2022;2;;;
San Nicolas;505;4/06/2022;3;;;
San Nicolas;505;5/06/2022;18;;;
San Nicolas;505;6/06/2022;40;;;
San Nicolas;505;7/06/2022;2;;;
San Nicolas;505;8/06/2022;0;;;
San Nicolas;505;9/06/2022;20;;;
San Nicolas;505;10/06/2022;0;;;
San Nicolas;505;11/06/2022;16;;;
San Nicolas;505;12/06/2022;0;;;
San Nicolas;505;13/06/2022;30;;;
San Nicolas;505;14/06/2022;0;;;
San Nicolas;505;15/06/2022;0;;;
San Nicolas;505;16/06/2022;0;;;
San Nicolas;505;17/06/2022;15;;;
San Nicolas;505;18/06/2022;16;;;
San Nicolas;505;19/06/2022;0;;;
San Nicolas;505;20/06/2022;0;;;
San Nicolas;505;21/06/2022;0;;;
San Nicolas;505;22/06/2022;0;;;
San Nicolas;505;23/06/2022;0;;;
San Nicolas;505;24/06/2022;10;;;
San Nicolas;505;25/06/2022;0;;;
San Nicolas;505;26/06/2022;15;;;
San Nicolas;505;27/06/2022;23;;;
San Nicolas;505;28/06/2022;50;;;
San Nicolas;505;29/06/2022;0;;;
San Nicolas;505;30/06/2022;0;;;
San Nicolas;506;1/06/2022;9;;;
San Nicolas;506;2/06/2022;13;;;
San Nicolas;506;3/06/2022;3;;;
San Nicolas;506;4/06/2022;5;;;
San Nicolas;506;5/06/2022;20;;;
San Nicolas;506;6/06/2022;45;;;
San Nicolas;506;7/06/2022;3;;;
San Nicolas;506;8/06/2022;0;;;
San Nicolas;506;9/06/2022;15;;;
San Nicolas;506;10/06/2022;0;;;
San Nicolas;506;11/06/2022;20;;;
San Nicolas;506;12/06/2022;0;;;
San Nicolas;506;13/06/2022;48;;;
San Nicolas;506;14/06/2022;0;;;
San Nicolas;506;15/06/2022;0;;;
San Nicolas;506;16/06/2022;0;;;
San Nicolas;506;17/06/2022;17;;;
San Nicolas;506;18/06/2022;23;;;
San Nicolas;506;19/06/2022;0;;;
San Nicolas;506;20/06/2022;0;;;
San Nicolas;506;21/06/2022;0;;;
San Nicolas;506;22/06/2022;0;;;
San Nicolas;506;23/06/2022;0;;;
San Nicolas;506;24/06/2022;12;;;
San Nicolas;506;25/06/2022;0;;;
San Nicolas;506;26/06/2022;28;;;
San Nicolas;506;27/06/2022;19;;;
San Nicolas;506;28/06/2022;57;;;
San Nicolas;506;29/06/2022;0;;;
San Nicolas;506;30/06/2022;0;;;
Valparaiso;307;1/06/2022;5;;;
Valparaiso;307;2/06/2022;9;;;
Valparaiso;307;3/06/2022;7;;;
Valparaiso;307;4/06/2022;4;;;
Valparaiso;307;5/06/2022;10;;;
Valparaiso;307;6/06/2022;47;;;
Valparaiso;307;7/06/2022;4;;;
Valparaiso;307;8/06/2022;0;;;
Valparaiso;307;9/06/2022;33;;;
Valparaiso;307;10/06/2022;0;;;
Valparaiso;307;11/06/2022;16;;;
Valparaiso;307;12/06/2022;4;;;
Valparaiso;307;13/06/2022;47;;;
Valparaiso;307;14/06/2022;0;;;
Valparaiso;307;15/06/2022;0;;;
Valparaiso;307;16/06/2022;0;;;
Valparaiso;307;17/06/2022;9;;;
Valparaiso;307;18/06/2022;30;;;
Valparaiso;307;19/06/2022;0;;;
Valparaiso;307;20/06/2022;0;;;
Valparaiso;307;21/06/2022;0;;;
Valparaiso;307;22/06/2022;0;;;
Valparaiso;307;23/06/2022;0;;;
Valparaiso;307;24/06/2022;6;;;
Valparaiso;307;25/06/2022;0;;;
Valparaiso;307;26/06/2022;24;;;
Valparaiso;307;27/06/2022;12;;;
Valparaiso;307;28/06/2022;55;;;
Valparaiso;307;29/06/2022;0;;;
Valparaiso;307;30/06/2022;7;;;
Valparaiso;308;1/06/2022;7;;;
Valparaiso;308;2/06/2022;8;;;
Valparaiso;308;3/06/2022;10;;;
Valparaiso;308;4/06/2022;5;;;
Valparaiso;308;5/06/2022;11;;;
Valparaiso;308;6/06/2022;50;;;
Valparaiso;308;7/06/2022;5;;;
Valparaiso;308;8/06/2022;0;;;
Valparaiso;308;9/06/2022;17;;;
Valparaiso;308;10/06/2022;2;;;
Valparaiso;308;11/06/2022;16;;;
Valparaiso;308;12/06/2022;5;;;
Valparaiso;308;13/06/2022;50;;;
Valparaiso;308;14/06/2022;0;;;
Valparaiso;308;15/06/2022;1;;;
Valparaiso;308;16/06/2022;0;;;
Valparaiso;308;17/06/2022;7;;;
Valparaiso;308;18/06/2022;32;;;
Valparaiso;308;19/06/2022;0;;;
Valparaiso;308;20/06/2022;0;;;
Valparaiso;308;21/06/2022;0;;;
Valparaiso;308;22/06/2022;0;;;
Valparaiso;308;23/06/2022;0;;;
Valparaiso;308;24/06/2022;4;;;
Valparaiso;308;25/06/2022;2;;;
Valparaiso;308;26/06/2022;22;;;
Valparaiso;308;27/06/2022;12;;;
Valparaiso;308;28/06/2022;60;;;
Valparaiso;308;29/06/2022;0;;;
Valparaiso;308;30/06/2022;5;;;
Ukrania MURILLO;501;1/06/2022;7;;;
Ukrania MURILLO;501;2/06/2022;13;;;
Ukrania MURILLO;501;3/06/2022;5;;;
Ukrania MURILLO;501;4/06/2022;4;;;
Ukrania MURILLO;501;5/06/2022;17;;;
Ukrania MURILLO;501;6/06/2022;50;;;
Ukrania MURILLO;501;7/06/2022;3;;;
Ukrania MURILLO;501;8/06/2022;0;;;
Ukrania MURILLO;501;9/06/2022;35;;;
Ukrania MURILLO;501;10/06/2022;0;;;
Ukrania MURILLO;501;11/06/2022;24;;;
Ukrania MURILLO;501;12/06/2022;0;;;
Ukrania MURILLO;501;13/06/2022;49;;;
Ukrania MURILLO;501;14/06/2022;0;;;
Ukrania MURILLO;501;15/06/2022;0;;;
Ukrania MURILLO;501;16/06/2022;0;;;
Ukrania MURILLO;501;17/06/2022;9;;;
Ukrania MURILLO;501;18/06/2022;29;;;
Ukrania MURILLO;501;19/06/2022;0;;;
Ukrania MURILLO;501;20/06/2022;0;;;
Ukrania MURILLO;501;21/06/2022;0;;;
Ukrania MURILLO;501;22/06/2022;0;;;
Ukrania MURILLO;501;23/06/2022;0;;;
Ukrania MURILLO;501;24/06/2022;5;;;
Ukrania MURILLO;501;25/06/2022;2;;;
Ukrania MURILLO;501;26/06/2022;22;;;
Ukrania MURILLO;501;27/06/2022;10;;;
Ukrania MURILLO;501;28/06/2022;60;;;
Ukrania MURILLO;501;29/06/2022;0;;;
Ukrania MURILLO;501;30/06/2022;9;;;
Peralonso El Mateo;403;1/06/2022;11;;;
Peralonso El Mateo;403;2/06/2022;6;;;
Peralonso El Mateo;403;3/06/2022;14;;;
Peralonso El Mateo;403;4/06/2022;0;;;
Peralonso El Mateo;403;5/06/2022;34;;;
Peralonso El Mateo;403;6/06/2022;30;;;
Peralonso El Mateo;403;7/06/2022;6;;;
Peralonso El Mateo;403;8/06/2022;0;;;
Peralonso El Mateo;403;9/06/2022;6;;;
Peralonso El Mateo;403;10/06/2022;0;;;
Peralonso El Mateo;403;11/06/2022;16;;;
Peralonso El Mateo;403;12/06/2022;0;;;
Peralonso El Mateo;403;13/06/2022;66;;;
Peralonso El Mateo;403;14/06/2022;0;;;
Peralonso El Mateo;403;15/06/2022;11;;;
Peralonso El Mateo;403;16/06/2022;0;;;
Peralonso El Mateo;403;17/06/2022;11;;;
Peralonso El Mateo;403;18/06/2022;35;;;
Peralonso El Mateo;403;19/06/2022;0;;;
Peralonso El Mateo;403;20/06/2022;0;;;
Peralonso El Mateo;403;21/06/2022;0;;;
Peralonso El Mateo;403;22/06/2022;0;;;
Peralonso El Mateo;403;23/06/2022;0;;;
Peralonso El Mateo;403;24/06/2022;3;;;
Peralonso El Mateo;403;25/06/2022;3;;;
Peralonso El Mateo;403;26/06/2022;22;;;
Peralonso El Mateo;403;27/06/2022;4;;;
Peralonso El Mateo;403;28/06/2022;35;;;
Peralonso El Mateo;403;29/06/2022;13;;;
Peralonso El Mateo;403;30/06/2022;0;;;
Peralonso;404;1/06/2022;11;;;
