HACIENDA;PLUV;Fecha;Precipitaci?n (mm);;;
Valparaiso;308;16/12/2020;0;;;
Venecia 1;401;16/12/2020;0;;;
Venecia 2;402;16/12/2020;0;;;
Peralonso El Mateo;403;16/12/2020;0;;;
Peralonso ;404;16/12/2020;0;;;
Peralonso Los Chivos;405;16/12/2020;0;;;
Normandia;406;16/12/2020;0;;;
Normandia - Duran;407;16/12/2020;0;;;
Normandia;408;16/12/2020;0;;;
Normandia - Estacion Drenaje;409;16/12/2020;0;;;
1/2 Luna Caseta Caida ;411;16/12/2020;0;;;
Tequendama;412;16/12/2020;0;;;
Ukrania Venecia;414;16/12/2020;0;;;
Riopaila Agricola;417;16/12/2020;0;;;
Ukrania Morillo;501;16/12/2020;0;;;
Gertrudis;503;16/12/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;16/12/2020;0;;;
San Nicolas;505;16/12/2020;0;;;
San Nicolas;506;16/12/2020;0;;;
San Carlos;700;16/12/2020;0;;;
Mangos;701;16/12/2020;0;;;
La Luisa 2;208;17/12/2020;0;;;
La Luisa 2;209;17/12/2020;0;;;
La Luisa 2;210;17/12/2020;0;;;
La Luisa 1;211;17/12/2020;3;;;
La Luisa 1;212;17/12/2020;0;;;
Zambrano;213;17/12/2020;0;;;
Lagunas;214;17/12/2020;0;;;
Lagunas;215;17/12/2020;1;;;
Paila Arriba;303;17/12/2020;1;;;
Riopaila La Ranchera;304;17/12/2020;0;;;
Riopaila La Pista;305;17/12/2020;3;;;
Valparaiso;307;17/12/2020;2;;;
Valparaiso;308;17/12/2020;2;;;
Venecia 1;401;17/12/2020;3;;;
Venecia 2;402;17/12/2020;0;;;
Peralonso El Mateo;403;17/12/2020;0;;;
Peralonso ;404;17/12/2020;0;;;
Peralonso Los Chivos;405;17/12/2020;0;;;
Normandia;406;17/12/2020;4;;;
Normandia - Duran;407;17/12/2020;5;;;
Normandia;408;17/12/2020;0;;;
Normandia - Estacion Drenaje;409;17/12/2020;2;;;
1/2 Luna Caseta Caida ;411;17/12/2020;0;;;
Tequendama;412;17/12/2020;0;;;
Ukrania Venecia;414;17/12/2020;4;;;
Riopaila Agricola;417;17/12/2020;0;;;
Ukrania Morillo;501;17/12/2020;6;;;
Gertrudis;503;17/12/2020;4;;;
Gertrudis - Porteria La Gertrudis;504;17/12/2020;5;;;
San Nicolas;505;17/12/2020;5;;;
San Nicolas;506;17/12/2020;5;;;
San Carlos;700;17/12/2020;0;;;
Mangos;701;17/12/2020;0;;;
La Luisa 2;208;18/12/2020;0;;;
La Luisa 2;209;18/12/2020;0;;;
La Luisa 2;210;18/12/2020;0;;;
La Luisa 1;212;18/12/2020;12;;;
Zambrano;213;18/12/2020;0;;;
Lagunas;214;18/12/2020;0;;;
Lagunas;215;18/12/2020;0;;;
Paila Arriba;303;18/12/2020;0;;;
Riopaila La Ranchera;304;18/12/2020;0;;;
Riopaila La Pista;305;18/12/2020;22;;;
Valparaiso;307;18/12/2020;0;;;
Valparaiso;308;18/12/2020;0;;;
Venecia 1;401;18/12/2020;0;;;
Venecia 2;402;18/12/2020;0;;;
Peralonso El Mateo;403;18/12/2020;0;;;
Peralonso ;404;18/12/2020;0;;;
Peralonso Los Chivos;405;18/12/2020;0;;;
Normandia;406;18/12/2020;0;;;
Normandia - Duran;407;18/12/2020;0;;;
Normandia - Estacion Drenaje;409;18/12/2020;0;;;
1/2 Luna Caseta Caida ;411;18/12/2020;0;;;
Tequendama;412;18/12/2020;0;;;
Ukrania Venecia;414;18/12/2020;0;;;
Riopaila Agricola;417;18/12/2020;7;;;
Ukrania Morillo;501;18/12/2020;0;;;
Gertrudis;503;18/12/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;18/12/2020;0;;;
San Nicolas;505;18/12/2020;0;;;
San Nicolas;506;18/12/2020;0;;;
San Carlos;700;18/12/2020;0;;;
Mangos;701;18/12/2020;0;;;
La Luisa 2;208;19/12/2020;0;;;
La Luisa 2;209;19/12/2020;0;;;
La Luisa 2;210;19/12/2020;0;;;
Zambrano;213;19/12/2020;0;;;
Lagunas;214;19/12/2020;0;;;
Lagunas;215;19/12/2020;0;;;
Paila Arriba;303;19/12/2020;0;;;
Riopaila La Ranchera;304;19/12/2020;0;;;
Riopaila La Pista;305;19/12/2020;0;;;
Valparaiso;307;19/12/2020;0;;;
Valparaiso;308;19/12/2020;0;;;
Venecia 1;401;19/12/2020;0;;;
Venecia 2;402;19/12/2020;0;;;
Peralonso El Mateo;403;19/12/2020;0;;;
Peralonso ;404;19/12/2020;0;;;
Peralonso Los Chivos;405;19/12/2020;0;;;
Normandia;406;19/12/2020;0;;;
Normandia - Duran;407;19/12/2020;0;;;
Normandia;408;19/12/2020;8;;;
Normandia - Estacion Drenaje;409;19/12/2020;0;;;
1/2 Luna Caseta Caida ;411;19/12/2020;0;;;
Tequendama;412;19/12/2020;0;;;
Ukrania Venecia;414;19/12/2020;0;;;
Riopaila Agricola;417;19/12/2020;0;;;
Ukrania Morillo;501;19/12/2020;0;;;
Gertrudis;503;19/12/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;19/12/2020;0;;;
San Nicolas;505;19/12/2020;0;;;
San Nicolas;506;19/12/2020;0;;;
San Carlos;700;19/12/2020;0;;;
Mangos;701;19/12/2020;0;;;
La Luisa 2;208;20/12/2020;6;;;
La Luisa 2;209;20/12/2020;0;;;
La Luisa 2;210;20/12/2020;0;;;
La Luisa 1;211;20/12/2020;8;;;
La Luisa 1;212;20/12/2020;12;;;
Zambrano;213;20/12/2020;0;;;
Lagunas;214;20/12/2020;18;;;
Lagunas;215;20/12/2020;5;;;
Paila Arriba;303;20/12/2020;5;;;
Riopaila La Ranchera;304;20/12/2020;5;;;
Riopaila La Pista;305;20/12/2020;11;;;
Valparaiso;307;20/12/2020;3;;;
Valparaiso;308;20/12/2020;15;;;
Venecia 1;401;20/12/2020;20;;;
Venecia 2;402;20/12/2020;11;;;
Peralonso El Mateo;403;20/12/2020;23;;;
Peralonso ;404;20/12/2020;24;;;
Peralonso Los Chivos;405;20/12/2020;21;;;
Normandia;406;20/12/2020;8;;;
Normandia - Duran;407;20/12/2020;13;;;
Normandia - Estacion Drenaje;409;20/12/2020;13;;;
1/2 Luna Caseta Caida ;411;20/12/2020;12;;;
Tequendama;412;20/12/2020;4;;;
Ukrania Venecia;414;20/12/2020;23;;;
Riopaila Agricola;417;20/12/2020;1;;;
Ukrania Morillo;501;20/12/2020;3;;;
Gertrudis;503;20/12/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;20/12/2020;0;;;
San Nicolas;505;20/12/2020;7;;;
San Nicolas;506;20/12/2020;0;;;
San Carlos;700;20/12/2020;0;;;
Mangos;701;20/12/2020;0;;;
La Luisa 2;208;21/12/2020;0;;;
La Luisa 2;209;21/12/2020;0;;;
La Luisa 2;210;21/12/2020;0;;;
La Luisa 1;211;21/12/2020;0;;;
La Luisa 1;212;21/12/2020;0;;;
Zambrano;213;21/12/2020;0;;;
Lagunas;214;21/12/2020;0;;;
Lagunas;215;21/12/2020;0;;;
Paila Arriba;303;21/12/2020;0;;;
Riopaila La Ranchera;304;21/12/2020;0;;;
Riopaila La Pista;305;21/12/2020;0;;;
Valparaiso;307;21/12/2020;0;;;
Valparaiso;308;21/12/2020;0;;;
Venecia 1;401;21/12/2020;0;;;
Venecia 2;402;21/12/2020;0;;;
Peralonso El Mateo;403;21/12/2020;0;;;
Peralonso ;404;21/12/2020;0;;;
Peralonso Los Chivos;405;21/12/2020;0;;;
Normandia;406;21/12/2020;0;;;
Normandia - Duran;407;21/12/2020;0;;;
Normandia;408;21/12/2020;3;;;
Normandia - Estacion Drenaje;409;21/12/2020;0;;;
1/2 Luna Caseta Caida ;411;21/12/2020;0;;;
Tequendama;412;21/12/2020;0;;;
Ukrania Venecia;414;21/12/2020;0;;;
Riopaila Agricola;417;21/12/2020;0;;;
Ukrania Morillo;501;21/12/2020;0;;;
Gertrudis;503;21/12/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;21/12/2020;0;;;
San Nicolas;505;21/12/2020;0;;;
San Nicolas;506;21/12/2020;0;;;
San Carlos;700;21/12/2020;0;;;
Mangos;701;21/12/2020;0;;;
La Luisa 2;208;22/12/2020;0;;;
La Luisa 2;209;22/12/2020;0;;;
La Luisa 2;210;22/12/2020;0;;;
La Luisa 1;211;22/12/2020;0;;;
La Luisa 1;212;22/12/2020;0;;;
Zambrano;213;22/12/2020;0;;;
Lagunas;214;22/12/2020;0;;;
Lagunas;215;22/12/2020;0;;;
Paila Arriba;303;22/12/2020;0;;;
Riopaila La Ranchera;304;22/12/2020;0;;;
Riopaila La Pista;305;22/12/2020;0;;;
Valparaiso;307;22/12/2020;0;;;
Valparaiso;308;22/12/2020;0;;;
Venecia 1;401;22/12/2020;0;;;
Venecia 2;402;22/12/2020;0;;;
Peralonso El Mateo;403;22/12/2020;0;;;
Peralonso ;404;22/12/2020;0;;;
Peralonso Los Chivos;405;22/12/2020;0;;;
Normandia;406;22/12/2020;0;;;
Normandia - Duran;407;22/12/2020;0;;;
Normandia;408;22/12/2020;0;;;
Normandia - Estacion Drenaje;409;22/12/2020;0;;;
1/2 Luna Caseta Caida ;411;22/12/2020;0;;;
Tequendama;412;22/12/2020;0;;;
Ukrania Venecia;414;22/12/2020;0;;;
Riopaila Agricola;417;22/12/2020;0;;;
Ukrania Morillo;501;22/12/2020;0;;;
Gertrudis;503;22/12/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;22/12/2020;0;;;
San Nicolas;505;22/12/2020;0;;;
San Nicolas;506;22/12/2020;0;;;
San Carlos;700;22/12/2020;0;;;
Mangos;701;22/12/2020;0;;;
La Luisa 2;208;23/12/2020;0;;;
La Luisa 2;209;23/12/2020;0;;;
La Luisa 2;210;23/12/2020;0;;;
La Luisa 1;211;23/12/2020;0;;;
La Luisa 1;212;23/12/2020;0;;;
Zambrano;213;23/12/2020;0;;;
Lagunas;214;23/12/2020;0;;;
Lagunas;215;23/12/2020;0;;;
Paila Arriba;303;23/12/2020;0;;;
Riopaila La Ranchera;304;23/12/2020;0;;;
Riopaila La Pista;305;23/12/2020;0;;;
Valparaiso;307;23/12/2020;0;;;
Valparaiso;308;23/12/2020;0;;;
Venecia 1;401;23/12/2020;0;;;
Venecia 2;402;23/12/2020;0;;;
Peralonso El Mateo;403;23/12/2020;0;;;
Peralonso ;404;23/12/2020;0;;;
Peralonso Los Chivos;405;23/12/2020;0;;;
Normandia;406;23/12/2020;0;;;
Normandia - Duran;407;23/12/2020;0;;;
Normandia;408;23/12/2020;0;;;
Normandia - Estacion Drenaje;409;23/12/2020;0;;;
1/2 Luna Caseta Caida ;411;23/12/2020;0;;;
Tequendama;412;23/12/2020;0;;;
Ukrania Venecia;414;23/12/2020;0;;;
Riopaila Agricola;417;23/12/2020;0;;;
Ukrania Morillo;501;23/12/2020;0;;;
Gertrudis;503;23/12/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;23/12/2020;0;;;
San Nicolas;505;23/12/2020;0;;;
San Nicolas;506;23/12/2020;0;;;
San Carlos;700;23/12/2020;0;;;
Mangos;701;23/12/2020;0;;;
La Luisa 2;208;24/12/2020;0;;;
La Luisa 2;209;24/12/2020;0;;;
La Luisa 2;210;24/12/2020;0;;;
La Luisa 1;211;24/12/2020;0;;;
La Luisa 1;212;24/12/2020;0;;;
Zambrano;213;24/12/2020;0;;;
Lagunas;214;24/12/2020;0;;;
Lagunas;215;24/12/2020;0;;;
Paila Arriba;303;24/12/2020;0;;;
Riopaila La Ranchera;304;24/12/2020;0;;;
Riopaila La Pista;305;24/12/2020;0;;;
Valparaiso;307;24/12/2020;0;;;
Valparaiso;308;24/12/2020;0;;;
Venecia 1;401;24/12/2020;0;;;
Venecia 2;402;24/12/2020;0;;;
Peralonso El Mateo;403;24/12/2020;0;;;
Peralonso ;404;24/12/2020;0;;;
Peralonso Los Chivos;405;24/12/2020;0;;;
Normandia;406;24/12/2020;0;;;
Normandia - Duran;407;24/12/2020;0;;;
Normandia;408;24/12/2020;0;;;
Normandia - Estacion Drenaje;409;24/12/2020;0;;;
1/2 Luna Caseta Caida ;411;24/12/2020;0;;;
Tequendama;412;24/12/2020;0;;;
Ukrania Venecia;414;24/12/2020;0;;;
Riopaila Agricola;417;24/12/2020;0;;;
Ukrania Morillo;501;24/12/2020;0;;;
Gertrudis;503;24/12/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;24/12/2020;0;;;
San Nicolas;505;24/12/2020;0;;;
San Nicolas;506;24/12/2020;0;;;
San Carlos;700;24/12/2020;0;;;
Mangos;701;24/12/2020;0;;;
La Luisa 2;208;25/12/2020;0;;;
La Luisa 2;209;25/12/2020;0;;;
La Luisa 2;210;25/12/2020;0;;;
La Luisa 1;211;25/12/2020;1;;;
La Luisa 1;212;25/12/2020;3;;;
Zambrano;213;25/12/2020;0;;;
Lagunas;214;25/12/2020;0;;;
Lagunas;215;25/12/2020;0;;;
Paila Arriba;303;25/12/2020;0;;;
Riopaila La Ranchera;304;25/12/2020;2;;;
Riopaila La Pista;305;25/12/2020;0;;;
Valparaiso;307;25/12/2020;6;;;
Valparaiso;308;25/12/2020;8;;;
Venecia 1;401;25/12/2020;5;;;
Venecia 2;402;25/12/2020;0;;;
Peralonso El Mateo;403;25/12/2020;0;;;
Peralonso ;404;25/12/2020;0;;;
Peralonso Los Chivos;405;25/12/2020;0;;;
Normandia;406;25/12/2020;10;;;
Normandia - Duran;407;25/12/2020;16;;;
Normandia - Estacion Drenaje;409;25/12/2020;8;;;
1/2 Luna Caseta Caida ;411;25/12/2020;0;;;
Tequendama;412;25/12/2020;0;;;
Ukrania Venecia;414;25/12/2020;18;;;
Riopaila Agricola;417;25/12/2020;0;;;
Ukrania Morillo;501;25/12/2020;5;;;
Gertrudis;503;25/12/2020;6;;;
Gertrudis - Porteria La Gertrudis;504;25/12/2020;2;;;
San Nicolas;505;25/12/2020;7;;;
San Nicolas;506;25/12/2020;12;;;
San Carlos;700;25/12/2020;0;;;
Mangos;701;25/12/2020;12;;;
La Luisa 2;208;26/12/2020;21;;;
La Luisa 2;209;26/12/2020;37;;;
La Luisa 2;210;26/12/2020;29;;;
La Luisa 1;211;26/12/2020;30;;;
La Luisa 1;212;26/12/2020;35;;;
Zambrano;213;26/12/2020;30;;;
Lagunas;214;26/12/2020;36;;;
Lagunas;215;26/12/2020;34;;;
Paila Arriba;303;26/12/2020;34;;;
Riopaila La Ranchera;304;26/12/2020;25;;;
Riopaila La Pista;305;26/12/2020;35;;;
Valparaiso;307;26/12/2020;21;;;
Valparaiso;308;26/12/2020;27;;;
Venecia 1;401;26/12/2020;44;;;
Venecia 2;402;26/12/2020;6;;;
Peralonso El Mateo;403;26/12/2020;20;;;
Peralonso ;404;26/12/2020;40;;;
Peralonso Los Chivos;405;26/12/2020;34;;;
Normandia;406;26/12/2020;48;;;
Normandia - Duran;407;26/12/2020;42;;;
Normandia - Estacion Drenaje;409;26/12/2020;50;;;
1/2 Luna Caseta Caida ;411;26/12/2020;88;;;
Tequendama;412;26/12/2020;51;;;
Ukrania Venecia;414;26/12/2020;33;;;
Riopaila Agricola;417;26/12/2020;42;;;
Ukrania Morillo;501;26/12/2020;19;;;
Gertrudis;503;26/12/2020;17;;;
Gertrudis - Porteria La Gertrudis;504;26/12/2020;15;;;
San Nicolas;505;26/12/2020;30;;;
San Nicolas;506;26/12/2020;40;;;
San Carlos;700;26/12/2020;31;;;
Mangos;701;26/12/2020;26;;;
La Luisa 2;208;27/12/2020;10;;;
La Luisa 2;209;27/12/2020;5;;;
La Luisa 2;210;27/12/2020;6;;;
La Luisa 1;211;27/12/2020;2;;;
La Luisa 1;212;27/12/2020;4;;;
Zambrano;213;27/12/2020;2;;;
Lagunas;214;27/12/2020;2;;;
Lagunas;215;27/12/2020;3;;;
Paila Arriba;303;27/12/2020;3;;;
Riopaila La Ranchera;304;27/12/2020;4;;;
Riopaila La Pista;305;27/12/2020;2;;;
Valparaiso;307;27/12/2020;3;;;
Valparaiso;308;27/12/2020;14;;;
Venecia 1;401;27/12/2020;7;;;
Venecia 2;402;27/12/2020;55;;;
Peralonso El Mateo;403;27/12/2020;3;;;
Peralonso ;404;27/12/2020;7;;;
Peralonso Los Chivos;405;27/12/2020;5;;;
Normandia;406;27/12/2020;8;;;
Normandia - Duran;407;27/12/2020;23;;;
Normandia - Estacion Drenaje;409;27/12/2020;3;;;
1/2 Luna Caseta Caida ;411;27/12/2020;10;;;
Tequendama;412;27/12/2020;12;;;
Ukrania Venecia;414;27/12/2020;8;;;
Riopaila Agricola;417;27/12/2020;2;;;
Ukrania Morillo;501;27/12/2020;10;;;
Gertrudis;503;27/12/2020;22;;;
Gertrudis - Porteria La Gertrudis;504;27/12/2020;24;;;
San Nicolas;505;27/12/2020;23;;;
San Nicolas;506;27/12/2020;23;;;
San Carlos;700;27/12/2020;5;;;
Mangos;701;27/12/2020;5;;;
La Luisa 2;208;28/12/2020;1;;;
La Luisa 2;209;28/12/2020;0;;;
La Luisa 2;210;28/12/2020;0;;;
La Luisa 1;211;28/12/2020;0;;;
La Luisa 1;212;28/12/2020;0;;;
Zambrano;213;28/12/2020;0;;;
Lagunas;214;28/12/2020;3;;;
Lagunas;215;28/12/2020;0;;;
Paila Arriba;303;28/12/2020;0;;;
Riopaila La Ranchera;304;28/12/2020;0;;;
Riopaila La Pista;305;28/12/2020;0;;;
Valparaiso;307;28/12/2020;0;;;
Valparaiso;308;28/12/2020;0;;;
Venecia 1;401;28/12/2020;0;;;
Venecia 2;402;28/12/2020;6;;;
Peralonso El Mateo;403;28/12/2020;0;;;
Peralonso ;404;28/12/2020;0;;;
Peralonso Los Chivos;405;28/12/2020;0;;;
Normandia;406;28/12/2020;0;;;
Normandia - Duran;407;28/12/2020;0;;;
Normandia;408;28/12/2020;76;;;
Normandia - Estacion Drenaje;409;28/12/2020;0;;;
1/2 Luna Caseta Caida ;411;28/12/2020;0;;;
Tequendama;412;28/12/2020;0;;;
Ukrania Venecia;414;28/12/2020;0;;;
Riopaila Agricola;417;28/12/2020;0;;;
Ukrania Morillo;501;28/12/2020;0;;;
Gertrudis;503;28/12/2020;2;;;
Gertrudis - Porteria La Gertrudis;504;28/12/2020;5;;;
San Nicolas;505;28/12/2020;5;;;
San Nicolas;506;28/12/2020;2;;;
San Carlos;700;28/12/2020;0;;;
Mangos;701;28/12/2020;0;;;
La Luisa 2;208;29/12/2020;0;;;
La Luisa 2;209;29/12/2020;0;;;
La Luisa 2;210;29/12/2020;0;;;
La Luisa 1;211;29/12/2020;0;;;
La Luisa 1;212;29/12/2020;0;;;
Zambrano;213;29/12/2020;0;;;
Lagunas;214;29/12/2020;0;;;
Lagunas;215;29/12/2020;0;;;
Paila Arriba;303;29/12/2020;0;;;
Riopaila La Ranchera;304;29/12/2020;0;;;
Riopaila La Pista;305;29/12/2020;0;;;
Valparaiso;307;29/12/2020;0;;;
Valparaiso;308;29/12/2020;0;;;
Venecia 1;401;29/12/2020;0;;;
Venecia 2;402;29/12/2020;0;;;
Peralonso El Mateo;403;29/12/2020;0;;;
Peralonso ;404;29/12/2020;0;;;
Peralonso Los Chivos;405;29/12/2020;0;;;
Normandia;406;29/12/2020;0;;;
Normandia - Duran;407;29/12/2020;0;;;
Normandia;408;29/12/2020;0;;;
Normandia - Estacion Drenaje;409;29/12/2020;0;;;
1/2 Luna Caseta Caida ;411;29/12/2020;0;;;
Tequendama;412;29/12/2020;0;;;
Ukrania Venecia;414;29/12/2020;0;;;
Riopaila Agricola;417;29/12/2020;0;;;
Ukrania Morillo;501;29/12/2020;0;;;
Gertrudis;503;29/12/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;29/12/2020;0;;;
San Nicolas;505;29/12/2020;0;;;
San Nicolas;506;29/12/2020;0;;;
San Carlos;700;29/12/2020;0;;;
Mangos;701;29/12/2020;0;;;
La Luisa 2;208;30/12/2020;0;;;
La Luisa 2;209;30/12/2020;0;;;
La Luisa 2;210;30/12/2020;0;;;
La Luisa 1;211;30/12/2020;0;;;
La Luisa 1;212;30/12/2020;0;;;
Zambrano;213;30/12/2020;0;;;
Lagunas;214;30/12/2020;0;;;
Lagunas;215;30/12/2020;0;;;
Paila Arriba;303;30/12/2020;0;;;
Riopaila La Ranchera;304;30/12/2020;0;;;
Riopaila La Pista;305;30/12/2020;0;;;
Valparaiso;307;30/12/2020;0;;;
Valparaiso;308;30/12/2020;0;;;
Venecia 1;401;30/12/2020;0;;;
Venecia 2;402;30/12/2020;0;;;
Peralonso El Mateo;403;30/12/2020;0;;;
Peralonso ;404;30/12/2020;0;;;
Peralonso Los Chivos;405;30/12/2020;0;;;
Normandia;406;30/12/2020;0;;;
Normandia - Duran;407;30/12/2020;0;;;
Normandia;408;30/12/2020;0;;;
Normandia - Estacion Drenaje;409;30/12/2020;0;;;
1/2 Luna Caseta Caida ;411;30/12/2020;0;;;
Tequendama;412;30/12/2020;0;;;
Ukrania Venecia;414;30/12/2020;0;;;
Riopaila Agricola;417;30/12/2020;0;;;
Ukrania Morillo;501;30/12/2020;0;;;
Gertrudis;503;30/12/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;30/12/2020;0;;;
San Nicolas;505;30/12/2020;0;;;
San Nicolas;506;30/12/2020;0;;;
San Carlos;700;30/12/2020;0;;;
Mangos;701;30/12/2020;0;;;
La Luisa 2;208;31/12/2020;0;;;
La Luisa 2;209;31/12/2020;0;;;
La Luisa 2;210;31/12/2020;0;;;
La Luisa 1;211;31/12/2020;0;;;
La Luisa 1;212;31/12/2020;0;;;
Zambrano;213;31/12/2020;0;;;
Lagunas;214;31/12/2020;0;;;
Lagunas;215;31/12/2020;0;;;
Paila Arriba;303;31/12/2020;0;;;
Riopaila La Ranchera;304;31/12/2020;0;;;
Riopaila La Pista;305;31/12/2020;0;;;
Valparaiso;307;31/12/2020;0;;;
Valparaiso;308;31/12/2020;0;;;
Venecia 1;401;31/12/2020;0;;;
Venecia 2;402;31/12/2020;0;;;
Peralonso El Mateo;403;31/12/2020;0;;;
Peralonso ;404;31/12/2020;0;;;
Peralonso Los Chivos;405;31/12/2020;0;;;
Normandia;406;31/12/2020;0;;;
Normandia - Duran;407;31/12/2020;0;;;
Normandia;408;31/12/2020;0;;;
Normandia - Estacion Drenaje;409;31/12/2020;0;;;
1/2 Luna Caseta Caida ;411;31/12/2020;0;;;
Tequendama;412;31/12/2020;0;;;
Ukrania Venecia;414;31/12/2020;0;;;
Riopaila Agricola;417;31/12/2020;0;;;
Ukrania Morillo;501;31/12/2020;0;;;
Gertrudis;503;31/12/2020;0;;;
Gertrudis - Porteria La Gertrudis;504;31/12/2020;0;;;
San Nicolas;505;31/12/2020;0;;;
San Nicolas;506;31/12/2020;0;;;
San Carlos;700;31/12/2020;0;;;
Mangos;701;31/12/2020;0;;;
La Luisa 2;208;1/01/2021;6;;;
La Luisa 2;209;1/01/2021;6;;;
La Luisa 2;210;1/01/2021;12;;;
La Luisa 1;211;1/01/2021;21;;;
La Luisa 1;212;1/01/2021;16;;;
Zambrano;213;1/01/2021;8;;;
Lagunas;214;1/01/2021;16;;;
Lagunas;215;1/01/2021;15;;;
Paila Arriba;303;1/01/2021;15;;;
Riopaila La Ranchera;304;1/01/2021;16;;;
Riopaila La Pista;305;1/01/2021;11;;;
Valparaiso;307;1/01/2021;6;;;
Valparaiso;308;1/01/2021;10;;;
Venecia 1;401;1/01/2021;13;;;
Venecia 2;402;1/01/2021;7;;;
Peralonso El Mateo;403;1/01/2021;10;;;
Peralonso ;404;1/01/2021;9;;;
Peralonso Los Chivos;405;1/01/2021;7;;;
Normandia;406;1/01/2021;6;;;
Normandia - Duran;407;1/01/2021;10;;;
Normandia - Estacion Drenaje;409;1/01/2021;11;;;
1/2 Luna Caseta Caida ;411;1/01/2021;10;;;
Tequendama;412;1/01/2021;8;;;
Ukrania Venecia;414;1/01/2021;14;;;
Riopaila Agricola;417;1/01/2021;13;;;
Ukrania Morillo;501;1/01/2021;5;;;
Gertrudis;503;1/01/2021;3;;;
Gertrudis - Porteria La Gertrudis;504;1/01/2021;6;;;
San Nicolas;505;1/01/2021;5;;;
San Nicolas;506;1/01/2021;7;;;
San Carlos;700;1/01/2021;5;;;
Mangos;701;1/01/2021;2;;;
La Luisa 2;208;2/01/2021;2;;;
La Luisa 2;209;2/01/2021;4;;;
La Luisa 2;210;2/01/2021;10;;;
La Luisa 1;211;2/01/2021;7;;;
La Luisa 1;212;2/01/2021;17;;;
Zambrano;213;2/01/2021;3;;;
Lagunas;214;2/01/2021;15;;;
Lagunas;215;2/01/2021;10;;;
Paila Arriba;303;2/01/2021;10;;;
Riopaila La Ranchera;304;2/01/2021;20;;;
Riopaila La Pista;305;2/01/2021;49;;;
Valparaiso;307;2/01/2021;10;;;
Valparaiso;308;2/01/2021;29;;;
Venecia 1;401;2/01/2021;21;;;
Venecia 2;402;2/01/2021;16;;;
Peralonso El Mateo;403;2/01/2021;10;;;
Peralonso ;404;2/01/2021;11;;;
Peralonso Los Chivos;405;2/01/2021;8;;;
Normandia;406;2/01/2021;25;;;
Normandia - Duran;407;2/01/2021;20;;;
Normandia - Estacion Drenaje;409;2/01/2021;31;;;
1/2 Luna Caseta Caida ;411;2/01/2021;14;;;
Tequendama;412;2/01/2021;12;;;
Ukrania Venecia;414;2/01/2021;16;;;
Riopaila Agricola;417;2/01/2021;19;;;
Ukrania Morillo;501;2/01/2021;10;;;
Gertrudis;503;2/01/2021;15;;;
Gertrudis - Porteria La Gertrudis;504;2/01/2021;20;;;
San Nicolas;505;2/01/2021;15;;;
San Nicolas;506;2/01/2021;17;;;
San Carlos;700;2/01/2021;5;;;
Mangos;701;2/01/2021;8;;;
La Luisa 2;208;3/01/2021;19;;;
La Luisa 2;209;3/01/2021;13;;;
La Luisa 2;210;3/01/2021;7;;;
La Luisa 1;211;3/01/2021;14;;;
La Luisa 1;212;3/01/2021;12;;;
Zambrano;213;3/01/2021;41;;;
Lagunas;214;3/01/2021;24;;;
Lagunas;215;3/01/2021;28;;;
Paila Arriba;303;3/01/2021;28;;;
Riopaila La Ranchera;304;3/01/2021;55;;;
Valparaiso;307;3/01/2021;10;;;
Valparaiso;308;3/01/2021;21;;;
Venecia 1;401;3/01/2021;28;;;
Venecia 2;402;3/01/2021;16;;;
Peralonso El Mateo;403;3/01/2021;45;;;
Peralonso ;404;3/01/2021;32;;;
Peralonso Los Chivos;405;3/01/2021;29;;;
Normandia;406;3/01/2021;8;;;
Normandia - Duran;407;3/01/2021;8;;;
Normandia - Estacion Drenaje;409;3/01/2021;13;;;
1/2 Luna Caseta Caida ;411;3/01/2021;10;;;
Tequendama;412;3/01/2021;11;;;
Ukrania Venecia;414;3/01/2021;13;;;
Riopaila Agricola;417;3/01/2021;25;;;
Ukrania Morillo;501;3/01/2021;18;;;
Gertrudis;503;3/01/2021;9;;;
Gertrudis - Porteria La Gertrudis;504;3/01/2021;11;;;
San Nicolas;505;3/01/2021;10;;;
San Nicolas;506;3/01/2021;10;;;
San Carlos;700;3/01/2021;2;;;
Mangos;701;3/01/2021;18;;;
La Luisa 2;208;4/01/2021;9;;;
La Luisa 2;209;4/01/2021;3;;;
La Luisa 2;210;4/01/2021;2;;;
La Luisa 1;211;4/01/2021;2;;;
La Luisa 1;212;4/01/2021;3;;;
Zambrano;213;4/01/2021;4;;;
Lagunas;214;4/01/2021;2;;;
Lagunas;215;4/01/2021;2;;;
Paila Arriba;303;4/01/2021;2;;;
Riopaila La Ranchera;304;4/01/2021;5;;;
Riopaila La Pista;305;4/01/2021;5;;;
Valparaiso;307;4/01/2021;14;;;
Valparaiso;308;4/01/2021;12;;;
Venecia 1;401;4/01/2021;3;;;
